State,Name,ID,Org Type,SSW,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Service Supplied (in Thousands),,,,,,,,,,Unlinked Passenger Trips,,,
IL,Pace - Suburban Bus Division(PACE),5113,Authority,N,MB,PT,93,118,,1668.914,,2458.835,,"1,668.7",,159.5,,122.8,,"1,817.5",,"9,314.9",
IL,Pace - Suburban Bus Division(PACE),5113,Authority,N,MB,DO,491,581,,18551.727,,21942.393,,"18,531.5",,"1,455.5",,"1,307.0",,"30,373.5",,"196,258.2",
IL,Pace - Suburban Bus Division(PACE),5113,Authority,N,VP,DO,675,740,,0,,10411.711,,"10,411.7",,322.6,,322.6,,"1,961.7",,"43,211.5",
,,,,,Total,,"1,568",1798,,20220.641,,41038.098,,"35,855.9",,"2,344.8",,"2,100.7",,"35,399.7",,"256,396.7",
IL,"Pace-Suburban Bus Division, ADA Paratransit Services(PACE)",5182,Authority,N,DR,PT,757,877,,0,,34206.664,,"29,854.4",,"2,371.5",,"2,089.4",,"3,655.5",,"31,002.7",
IL,"Pace-Suburban Bus Division, ADA Paratransit Services(PACE)",5182,Authority,N,DT,PT,10,10,,0,,199.596,,199.6,,12.5,,12.5,,26.8,,199.6,
,,,,,Total,,767,887,,0,,34406.26,,"30,054.0",,"2,384.0",,"2,101.9",,"3,682.4",,"31,202.3",
IL,Rides Mass Transit District(RMTD),5211,Authority,N,MB,DO,121,124,,2679.195,,3886.84,,"3,103.1",,185.4,,160.1,,530.8,,"9,019.1",
IL,River Valley Metro Mass Transit District(RVMMTD),5159,City,N,DR,PT,2,4,,0,,84.135,,74.4,,7.0,,6.4,,16.6,,74.6,
IL,River Valley Metro Mass Transit District(RVMMTD),5159,City,N,MB,PT,12,25,,950.328,,954.791,,903.8,,66.4,,63.1,,895.6,,"6,791.9",
,,,,,Total,,14,29,,950.328,,1038.926,,978.1,,73.3,,69.5,,912.3,,"6,866.5",
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),5057,Authority,N,DR,PT,3,7,,0,,125.589,,105.8,,8.9,,8.2,,15.3,,59.0,
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),5057,Authority,N,DR,DO,9,10,,0,,166.254,,132.0,,14.7,,12.9,,62.1,,481.9,
IL,Rock Island County Metropolitan Mass Transit District(MetroLink),5057,Authority,N,MB,DO,43,56,,2174.357,,2322.552,,"2,224.6",,152.9,,147.5,,"3,423.4",,"9,519.4",
,,,,,Total,,55,73,,2174.357,,2614.395,,"2,462.4",,176.6,,168.6,,"3,500.7",,"10,060.3",
IL,Rockford Mass Transit District(RMTD),5058,Authority,N,DR,PT,3,4,,0,,80.596,,80.6,,5.8,,5.8,,16.4,,66.4,
IL,Rockford Mass Transit District(RMTD),5058,Authority,N,DR,DO,19,33,,0,,679.185,,584.9,,44.5,,40.6,,92.5,,710.5,
IL,Rockford Mass Transit District(RMTD),5058,Authority,N,MB,DO,29,41,,1326.67,,1338.005,,"1,338.0",,96.5,,96.5,,"1,778.0",,"7,343.0",
,,,,,Total,,51,78,,1326.67,,2097.786,,"2,003.5",,146.8,,142.9,,"1,886.9",,"8,120.0",
IL,Springfield Mass Transit District(SMTD),5059,Authority,N,DR,DO,10,19,,0,,379.05,,339.8,,29.7,,28.0,,60.1,,311.1,
IL,Springfield Mass Transit District(SMTD),5059,Authority,N,MB,DO,48,53,,1396.291,,1488.943,,"1,387.1",,113.6,,108.3,,"1,870.0",,"6,081.5",
,,,,,Total,,58,72,,1396.291,,1867.993,,"1,726.8",,143.4,,136.3,,"1,930.2",,"6,392.6",
IN,Bloomington Public Transportation Corporation(BT),5110,Authority,N,DR,DO,8,8,,0,,153.568,,137.5,,15.8,,14.8,,28.6,,98.0,
IN,Bloomington Public Transportation Corporation(BT),5110,Authority,N,MB,DO,29,37,,967.948,,1039.373,,"1,000.0",,95.6,,93.1,,"3,402.3",,"6,977.9",
,,,,,Total,,37,45,,967.948,,1192.941,,"1,137.5",,111.4,,107.9,,"3,430.8",,"7,075.9",
IN,Central Indiana Regional Transportation Authority (CIRTA),5209,Authority,Y,MB,PT,7,,,,,,,93.9,W,,,5.7,W,9.5,W,,
IN,Central Indiana Regional Transportation Authority (CIRTA),5209,Authority,Y,VP,PT,21,,,,,,,232.0,,,,6.4,,47.8,,,
,,,,,Total,,28,,,,,,,326.0,Q,,,12.0,Q,57.3,Q,,
IN,City of Anderson Transportation System(CATS),5041,City,Y,DR,DO,8,,,,,,,112.6,,,,8.6,,26.9,,,
IN,City of Anderson Transportation System(CATS),5041,City,Y,MB,DO,8,,,,,,,301.2,,,,22.5,,171.6,,,
,,,,,Total,,16,,,,,,,413.8,,,,31.1,,198.5,,,
IN,City of Kokomo(COK),5145,City,N,DR,DO,16,18,,0,,244.817,,213.2,,25.0,,22.4,,68.2,,274.3,
IN,City of Kokomo(COK),5145,City,N,DT,PT,14,14,,0,,328.036,,328.0,,25.5,,25.5,,54.8,,206.1,
IN,City of Kokomo(COK),5145,City,N,MB,DO,3,3,,75.428,,80.579,,75.2,,6.2,,5.9,,241.9,,231.8,
,,,,,Total,,33,35,,75.428,,653.432,,616.5,,56.7,,53.8,,364.9,,712.3,
IN,City of Valparaiso,5183,City,N,CB,PT,3,4,,84.81,,179.124,,83.5,,4.7,,1.8,,48.0,,"2,643.9",
IN,City of Valparaiso,5183,City,N,MB,PT,4,6,,177.476,,185.686,,182.6,,13.8,,13.3,,100.6,,354.3,
,,,,,Total,,7,10,,262.286,,364.81,,266.1,,18.5,,15.2,,148.6,,"2,998.1",
IN,ColumBUS Transit(ColumBUS),5177,City,Y,DR,DO,4,,,,,,,90.6,,,,8.9,,19.2,,,
IN,ColumBUS Transit(ColumBUS),5177,City,Y,MB,DO,4,,,,,,,189.7,,,,16.9,,180.0,,,
,,,,,Total,,8,,,,,,,280.3,,,,25.8,,199.1,,,
IN,East Chicago Transit(ECT),5042,City,N,DR,DO,1,2,,0,,32.765,,17.2,,3.4,,1.1,,6.4,,17.1,
IN,East Chicago Transit(ECT),5042,City,N,MB,DO,3,5,,111.234,,117.973,,110.7,,8.8,,8.4,,181.2,,297.7,
,,,,,Total,,4,7,,111.234,,150.738,,127.9,,12.2,,9.5,,187.6,,314.7,
IN,Fort Wayne Public Transportation Corporation(Citilink),5044,Authority,N,DR,DO,10,13,,0,,302.43,,251.4,,21.8,,18.8,,47.4,,389.6,
IN,Fort Wayne Public Transportation Corporation(Citilink),5044,Authority,N,MB,DO,30,39,,1441.8,,1530.678,,"1,441.8",,107.5,,103.9,,"2,061.6",,"6,702.9",
,,,,,Total,,40,52,,1441.8,,1833.108,,"1,693.2",,129.3,,122.7,,"2,109.0",,"7,092.5",
IN,Gary Public Transportation Corporation(GPTC),5045,City,N,DR,DO,4,5,,0,,122.191,,81.4,,8.4,,5.7,,13.2,,71.0,
IN,Gary Public Transportation Corporation(GPTC),5045,City,N,MB,DO,16,21,,716.791,,714.286,W,714.3,W,50.9,W,50.9,W,680.4,,819.7,
,,,,,Total,,20,26,,716.791,,836.477,Q,795.7,Q,59.3,Q,56.6,Q,693.5,,890.7,
IN,Greater Lafayette Public Transportation Corporation(CityBus),5051,Authority,N,DR,DO,5,6,,0,,102.11,,89.7,,8.3,,7.5,,22.8,,121.4,
IN,Greater Lafayette Public Transportation Corporation(CityBus),5051,Authority,N,MB,DO,55,66,,1690.274,,1944.61,,"1,697.7",,152.4,,133.7,,"5,253.7",,"11,466.3",
,,,,,Total,,60,72,,1690.274,,2046.72,,"1,787.4",,160.7,,141.2,,"5,276.5",,"11,587.7",
IN,Hancock Area Rural Transit (HART),5201,Non-Profit,Y,DR,DO,12,,,,,,,182.8,,,,15.6,,22.1,,,
IN,Indianapolis and Marion County Public Transportation(IndyGo),5050,Authority,N,DR,PT,62,74,,0,,3433.276,,"2,853.3",,190.7,,169.4,,266.7,,"3,255.6",
IN,Indianapolis and Marion County Public Transportation(IndyGo),5050,Authority,N,MB,PT,3,4,,368.94,,379.496,,368.7,,13.4,,12.6,,34.8,,349.5,
IN,Indianapolis and Marion County Public Transportation(IndyGo),5050,Authority,N,MB,DO,120,155,,6178.372,,6989.555,,"6,171.7",,474.7,,442.5,,"9,947.2",,"42,072.6",
,,,,,Total,,185,233,,6547.312,,10802.327,,"9,393.8",,678.7,,624.5,,"10,248.6",,"45,677.7",
IN,Metropolitan Evansville Transit System(METS),5043,City,N,DR,DO,14,14,,0,,349.384,,312.4,,25.0,,23.7,,45.5,,312.4,
IN,Metropolitan Evansville Transit System(METS),5043,City,N,MB,DO,24,33,,1400.72,,1456.689,,"1,351.6",,95.5,,91.1,,"2,041.2",,"8,281.5",
,,,,,Total,,38,47,,1400.72,,1806.073,,"1,664.0",,120.4,,114.8,,"2,086.7",,"8,593.9",
IN,Michiana Area Council of Governments(MACOG),5149,MPO,N,DT,PT,17,0,,0,,274.584,,274.6,,15.8,,15.8,,74.5,,244.3,
IN,Michiana Area Council of Governments(MACOG),5149,MPO,N,MB,PT,9,18,,645.113,,651.735,,607.9,,36.1,,34.3,,357.5,,"2,916.1",
,,,,,Total,,26,18,,645.113,,926.319,,882.5,,51.9,,50.1,,432.0,,"3,160.3",
IN,Michigan City Transit(MC Transit),5098,City,Y,DR,DO,2,,,,,,,38.6,,,,4.6,,4.9,,,
IN,Michigan City Transit(MC Transit),5098,City,Y,MB,DO,4,,,,,,,207.6,,,,13.1,,121.9,,,
,,,,,Total,,6,,,,,,,246.2,,,,17.8,,126.8,,,
IN,Muncie Indiana Transit System(MITS),5054,City,N,DR,DO,9,14,,0,,290.221,,255.6,,24.4,,22.2,,68.8,,212.6,
IN,Muncie Indiana Transit System(MITS),5054,City,N,MB,DO,26,30,,795.9,,876.421,,786.0,,64.0,,56.3,,"1,942.1",,"5,826.4",
,,,,,Total,,35,44,,795.9,,1166.642,,"1,041.6",,88.3,,78.5,,"2,010.9",,"6,039.0",
IN,North Township of Lake County Dial-A-Ride,5103,City,N,DR,DO,4,5,,0,,78.01,,68.2,,5.4,,4.5,,12.1,,77.8,
IN,Northern Indiana Commuter Transportation District(NICTD),5104,Authority,N,CR,DO,66,70,,3666.656,,3876.793,,"3,679.3",,108.5,,102.9,,"3,668.1",,"106,008.0",
IN,"Opportunity Enterprises, Inc.(OE)",5131,Non-Profit,Y,DR,DO,15,,,,,,,301.9,,,,21.0,,59.1,,,
IN,"Porter County Aging and Community Services, Inc.(PCACS)",5179,Non-Profit,N,DR,DO,7,11,,0,,289.417,,240.1,,16.8,,15.0,,24.3,,204.3,
IN,South Bend Public Transportation Corporation(Transpo),5052,Authority,N,DR,DO,11,14,,0,,314.083,,279.2,,23.1,,20.8,,54.8,,440.5,
IN,South Bend Public Transportation Corporation(Transpo),5052,Authority,N,MB,DO,37,44,,1448.009,,1445.521,,"1,344.1",,103.4,,96.7,,"2,250.1",,"7,494.3",
,,,,,Total,,48,58,,1448.009,,1759.604,,"1,623.3",,126.5,,117.4,,"2,304.9",,"7,934.8",
IN,"South Lake County Community Services, Inc.(SLCCS)",5167,Non-Profit,N,DR,DO,14,17,,0,,405.856,,318.7,,32.6,,29.7,,52.3,,862.1,
IN,Terre Haute Transit Utility(THTU),5053,City,N,DR,DO,2,3,,0,,65.268,,49.1,,11.8,,9.7,,16.9,,88.4,
IN,Terre Haute Transit Utility(THTU),5053,City,N,MB,DO,9,12,,383.901,,389.714,,360.3,,38.2,,35.0,,362.7,,459.8,
,,,,,Total,,11,15,,383.901,,454.982,,409.4,,50.0,,44.7,,379.6,,548.2,
IN,TransPorte(Our Citys Wheels),5162,City,Y,DR,DO,8,,,,,,,116.3,,,,13.2,,38.8,,,
KS,City of Lawrence,7048,Consolidated,N,DR,PT,11,15,,0,,293.75,,264.5,,26.5,,24.8,,53.6,,212.5,
KS,City of Lawrence,7048,Consolidated,N,MB,PT,38,68,,922.183,,973.199,,897.9,,90.6,,86.8,,"2,753.4",,"5,248.6",
,,,,,Total,,49,83,,922.183,,1266.949,,"1,162.4",,117.0,,111.6,,"2,807.0",,"5,461.1",
KS,Flint Hills Area Transportation (aTa Bus),7053,Non-Profit,Y,DR,DO,16,,,,,,,351.9,,,,17.9,,94.9,,,
KS,"Johnson County Kansas, aka: Johnson County Transit(The JO)",7035,City,N,DR,PT,32,56,,0,,1058.554,,720.5,,52.2,,38.7,,107.5,,695.2,
KS,"Johnson County Kansas, aka: Johnson County Transit(The JO)",7035,City,N,DT,PT,7,0,,0,,7.841,,7.8,,0.3,,0.3,,0.9,,7.8,
KS,"Johnson County Kansas, aka: Johnson County Transit(The JO)",7035,City,N,MB,PT,52,70,,1338.579,,1933.191,,"1,307.0",,83.2,,61.1,,562.7,,"10,501.8",
,,,,,Total,,91,126,,1338.579,,2999.586,,"2,035.3",,135.7,,100.1,,671.1,,"11,204.8",
KS,Topeka Metropolitan Transit Authority(TMTA),7014,Authority,N,DR,DO,13,15,,0,,415.733,,367.0,,28.1,,24.9,,60.0,,0.0,
KS,Topeka Metropolitan Transit Authority(TMTA),7014,Authority,N,DT,PT,15,15,,0,,69.751,,69.8,,4.1,,4.1,,18.3,,0.0,
KS,Topeka Metropolitan Transit Authority(TMTA),7014,Authority,N,MB,DO,23,30,,810.129,,839.105,,809.0,,56.1,,54.4,,"1,127.8",,0.0,
,,,,,Total,,51,60,,810.129,,1324.589,,"1,245.7",,88.3,,83.3,,"1,206.0",,0.0,
KS,Unified Government Transit Department,7047,City,Y,DR,DO,4,,,,,,,93.2,,,,5.1,,7.9,,,
KS,Unified Government Transit Department,7047,City,Y,MB,DO,5,,,,,,,260.4,,,,12.3,,153.4,,,
,,,,,Total,,9,,,,,,,353.6,,,,17.3,,161.2,,,
KS,Wichita Transit(WT),7015,City,N,DR,PT,87,96,Q,0,,976.44,Q,676.1,Q,48.6,Q,40.3,Q,245.2,Q,"1,461.2",Q
KS,Wichita Transit(WT),7015,City,N,DR,DO,17,24,,0,,722.333,,538.1,,39.5,,29.9,,65.8,,569.2,
KS,Wichita Transit(WT),7015,City,N,MB,DO,43,52,,1519.826,,1616.386,,"1,519.8",,140.6,Q,100.6,Q,"1,934.0",,"10,931.4",
,,,,,Total,,147,172,,1519.826,,3315.159,,"2,734.1",,228.7,,170.8,,"2,245.0",,"12,961.8",
KY,Ashland Bus System(ABS),4016,City,Y,DR,DO,4,,,,,,,85.1,,,,8.7,,16.7,,,
KY,Ashland Bus System(ABS),4016,City,Y,MB,DO,6,,,,,,,179.6,,,,13.7,,179.0,,,
,,,,,Total,,10,,,,,,,264.7,,,,22.4,,195.7,,,
KY,Henderson Area Rapid Transit(HART),5107,City,Y,DR,DO,3,,,,,,,70.9,,,,10.0,,16.5,,,
KY,Henderson Area Rapid Transit(HART),5107,City,Y,MB,DO,3,,,,,,,151.0,,,,10.3,,134.9,,,
,,,,,Total,,6,,,,,,,221.9,,,,20.2,,151.5,,,
KY,Kentuckiana Regional Planning and Development Agency(KIPDA),4196,MPO,N,VP,DO,77,104,,0,,713.728,,713.7,,16.0,,16.0,,106.4,,"4,373.4",
KY,Lexington Transit Authority(LexTran),4017,Authority,N,DR,PT,39,45,,0,,1585.561,,"1,380.9",,103.9,,96.4,,162.4,,"1,419.6",
KY,Lexington Transit Authority(LexTran),4017,Authority,N,MB,DO,58,63,,2369.552,,2376.167,,"2,268.8",,198.5,,191.4,,"5,058.8",,"18,573.3",
,,,,,Total,,97,108,,2369.552,,3961.728,,"3,649.8",,302.3,,287.8,,"5,221.2",,"19,992.9",
KY,Owensboro Transit System(OTS),4020,City,Y,DR,PT,3,,,,,,,64.2,,,,8.1,,19.6,,,
KY,Owensboro Transit System(OTS),4020,City,Y,MB,DO,6,,,,,,,142.3,,,,20.8,,339.4,,,
,,,,,Total,,9,,,,,,,206.6,,,,28.8,,359.0,,,
KY,The City of Bowling Green/Community Action of Southern Kentucky(CASK),4184,City,Y,DR,DO,8,,,,,,,53.2,,,,6.0,,14.3,,,
KY,The City of Bowling Green/Community Action of Southern Kentucky(CASK),4184,City,Y,MB,DO,6,,,,,,,184.8,,,,14.3,,109.4,,,
,,,,,Total,,14,,,,,,,238.1,,,,20.3,,123.7,,,
KY,Transit Authority of Northern Kentucky(TANK),4019,Authority,N,DR,DO,22,33,,0,,995.048,,868.1,,57.4,,49.3,,99.1,,918.0,
KY,Transit Authority of Northern Kentucky(TANK),4019,Authority,N,MB,DO,82,109,,2770.47,,3537.438,,"2,885.9",,234.2,,208.0,,"3,536.8",,"20,105.4",
,,,,,Total,,104,142,,2770.47,,4532.486,,"3,754.0",,291.6,,257.2,,"3,636.0",,"21,023.4",
KY,Transit Authority of River City(TARC),4018,Authority,N,DR,DO,4,8,,0,,74.34,,41.2,,4.5,,2.2,,10.4,,142.9,
KY,Transit Authority of River City(TARC),4018,Authority,N,DR,PT,74,84,,0,,4200.954,,"3,742.4",,249.7,,223.9,,383.7,,"3,636.2",
KY,Transit Authority of River City(TARC),4018,Authority,N,DT,PT,65,65,,0,,548.316,,548.3,,49.8,,49.8,,73.9,,587.2,
KY,Transit Authority of River City(TARC),4018,Authority,N,MB,PT,2,3,,20.238,,31.833,,20.2,,1.9,,1.4,,9.2,,40.8,
KY,Transit Authority of River City(TARC),4018,Authority,N,MB,DO,179,232,,7126.472,,8007.106,,"6,849.4",,610.5,,564.7,,"16,708.9",,"65,690.8",
,,,,,Total,,324,392,,7146.71,,12862.549,,"11,201.5",,916.5,,842.1,,"17,186.2",,"70,097.9",
LA,Capital Area Transit System(CATS),6022,Authority,N,DR,PT,18,21,,0,,621.107,,566.5,,42.3,,38.5,,70.3,,431.4,
LA,Capital Area Transit System(CATS),6022,Authority,N,MB,DO,43,63,,2050.073,,1828.646,,"1,699.2",,136.8,,129.0,,"3,611.6",,"15,341.3",
,,,,,Total,,61,84,,2050.073,,2449.753,,"2,265.7",,179.2,,167.6,,"3,681.9",,"15,772.8",
LA,City of Alexandria(Atrans),6025,City,Y,DR,DO,3,,,,,,,109.3,,,,7.4,,16.7,,,
LA,City of Alexandria(Atrans),6025,City,Y,MB,DO,8,,,,,,,577.1,,,,34.6,,757.8,,,
,,,,,Total,,11,,,,,,,686.5,,,,41.9,,774.5,,,
LA,City of Monroe Transit System(MTS),6026,City,Y,DR,DO,2,,,,,,,52.1,,,,5.4,,9.3,,,
LA,City of Monroe Transit System(MTS),6026,City,Y,MB,DO,15,,,,,,,772.0,,,,54.6,,"1,237.7",,,
,,,,,Total,,17,,,,,,,824.1,,,,60.0,,"1,247.0",,,
LA,Crescent City Connection Division - Louisiana Department of Transportation(CCCD),6020,State Government,N,FB,DO,3,6,,19.43,,28.906,,28.9,,12.7,,12.7,,"2,352.2",,"1,223.1",
LA,Jefferson Parish Department of Transit Administration(Jet),6088,City,N,DR,PT,14,16,,0,,407.758,,334.8,,40.0,,34.4,,71.5,,452.6,
LA,Jefferson Parish Department of Transit Administration(Jet),6088,City,N,MB,PT,29,41,,1480.126,,1553.617,,"1,448.8",,102.4,,97.0,,"2,043.8",,"10,562.2",
,,,,,Total,,43,57,,1480.126,,1961.375,,"1,783.6",,142.4,,131.4,,"2,115.3",,"11,014.8",
LA,Lafayette Transit System(LTS),6038,City,N,DR,PT,5,6,,0,,251.923,,220.6,,21.7,,19.1,,28.3,,173.8,
LA,Lafayette Transit System(LTS),6038,City,N,MB,DO,13,23,,650.142,,671.515,,663.8,,44.8,,44.5,,"1,437.2",,"7,198.7",
LA,Lafayette Transit System(LTS),6038,City,N,MB,PT,4,5,,101.303,,104.657,,89.7,,6.8,,5.9,,29.3,,435.5,
,,,,,Total,,22,34,,751.445,,1028.095,,974.0,,73.3,,69.5,,"1,494.8",,"7,807.9",
LA,Lake Charles Transit System(LCTS),6023,City,Y,DR,DO,2,,,,,,,57.2,,,,5.1,,5.9,,,
LA,Lake Charles Transit System(LCTS),6023,City,Y,MB,DO,5,,,,,,,158.0,,,,11.7,,222.8,,,
,,,,,Total,,7,,,,,,,215.3,,,,16.9,,228.7,,,
LA,New Orleans Regional Transit Authority(NORTA),6032,Authority,N,DR,PT,32,45,,0,,1239.971,,"1,130.1",,101.0,,89.4,,195.7,,"1,344.8",
LA,New Orleans Regional Transit Authority(NORTA),6032,Authority,N,MB,PT,79,86,,3777.397,,4223.544,,"4,035.6",,346.1,,334.3,,"16,388.0",,"56,846.4",
LA,New Orleans Regional Transit Authority(NORTA),6032,Authority,N,SR,PT,21,66,,849.41,,851.812,,822.0,,126.8,,123.6,,"7,229.0",,"13,714.6",
,,,,,Total,,132,197,,4626.807,,6315.327,,"5,987.6",,573.8,,547.2,,"23,812.7",,"71,905.9",
LA,Plaquemines Parish Government(PPG),6127,City,N,FB,DO,2,2,,4.068,,4.068,,4.1,,8.1,,8.1,,981.7,,530.1,
LA,River Parishes Transit Authority(RPTA),6112,Authority,Y,DR,PT,5,,,,,,,196.6,,,,10.5,,17.6,,,
LA,Shreveport Area Transit System(SporTran),6024,City,N,DR,DO,11,21,,0,,322.972,,293.6,,23.7,,22.2,,33.3,,318.1,
LA,Shreveport Area Transit System(SporTran),6024,City,N,DR,PT,9,13,,0,,109.235,,99.3,,8.0,,7.4,,10.1,,96.2,
LA,Shreveport Area Transit System(SporTran),6024,City,N,MB,DO,37,49,,2279.45,,2396.723,,"2,278.1",,154.4,,150.9,,"3,373.9",,"16,725.3",
,,,,,Total,,57,83,,2279.45,,2828.93,,"2,671.0",,186.1,,180.5,,"3,417.3",,"17,139.6",
LA,St. Bernard Urban Rapid Transit(SBURT),6058,City,Y,MB,DO,4,,,,,,,152.5,,,,8.4,,32.6,,,
LA,"St. Martin, Iberia, Lafayette Community Action Age(SMILE)",6132,Non-Profit,Y,DR,DO,10,,,,,,,209.3,,,,19.9,,24.4,,,
LA,St. Tammany Parish Government(goSTAT),6109,City,Y,DR,PT,10,,,,,,,558.2,,,,32.3,,56.3,,,
LA,Terrebonne Parish Consolidated Government(Good Earth Transit),6080,City,Y,DR,DO,2,,,,,,,18.3,,,,1.0,,3.4,,,
LA,Terrebonne Parish Consolidated Government(Good Earth Transit),6080,City,Y,MB,DO,8,,,,,,,429.2,,,,23.8,,187.4,,,
,,,,,Total,,10,,,,,,,447.5,,,,24.9,,190.9,,,
MA,Berkshire Regional Transit Authority(BRTA),1007,Subsidiary,N,DR,PT,10,15,,0,,314.757,,174.8,,30.5,,27.9,,23.3,,114.3,
MA,Berkshire Regional Transit Authority(BRTA),1007,Subsidiary,N,DT,PT,3,3,,0,,3.603,,3.6,,0.2,,0.2,,1.8,,4.3,
MA,Berkshire Regional Transit Authority(BRTA),1007,Subsidiary,N,MB,PT,15,23,,815.67,,893.07,,815.3,,51.4,,48.0,,559.5,,"3,133.3",
,,,,,Total,,28,41,,815.67,,1211.43,,993.7,,82.2,,76.2,,584.7,,"3,251.9",
MA,Berkshire Regional Transit Authority Council on Aging(BRTA),1125,Consolidated,Y,DR,PT,13,,,,,,,201.0,,,,20.6,,53.3,,,
MA,Brockton Area Transit Authority(BAT),1004,Authority,N,DR,PT,46,48,,0,,910.086,,827.4,,80.5,,74.1,,196.8,,"1,279.4",
MA,Brockton Area Transit Authority(BAT),1004,Authority,N,MB,PT,49,53,,1327.5,,1426.165,,"1,296.5",,133.1,,123.2,,"2,917.3",,"19,254.0",
,,,,,Total,,95,101,,1327.5,,2336.251,,"2,123.9",,213.6,,197.3,,"3,114.1",,"20,533.4",
MA,Cape Ann Transportation Authority(CATA),1053,Authority,N,DR,PT,8,13,,0,,268.876,,220.5,,15.0,,12.1,,36.2,,171.5,
MA,Cape Ann Transportation Authority(CATA),1053,Authority,N,MB,PT,14,17,,261.088,,294.089,,261.1,,19.6,,17.9,,207.7,,976.4,
,,,,,Total,,22,30,,261.088,,562.965,,481.6,,34.6,,30.0,,244.0,,"1,147.9",
MA,Cape Cod Regional Transit Authority(CCRTA),1105,Authority,N,CB,PT,2,2,,163.779,,172.613,,163.8,,4.1,,3.9,,67.6,,"4,667.3",
MA,Cape Cod Regional Transit Authority(CCRTA),1105,Authority,N,DR,PT,60,68,,0,,3305.155,,"2,869.1",,219.0,,191.3,,396.1,,"4,040.0",
MA,Cape Cod Regional Transit Authority(CCRTA),1105,Authority,N,DT,PT,70,70,,0,,1020.009,,"1,020.0",,63.8,,63.8,,55.9,,838.3,
MA,Cape Cod Regional Transit Authority(CCRTA),1105,Authority,N,MB,PT,25,36,,1300.59,,1179.027,,"1,040.9",,83.2,,75.3,,480.4,,"8,118.8",
,,,,,Total,,157,176,,1464.369,,5676.804,,"5,093.7",,370.1,,334.3,,"1,000.0",,"17,664.4",
MA,Greater Attleboro-Taunton Regional Transit Authority(GATRA),1064,Authority,N,CB,PT,5,7,,309.845,,324.322,,307.9,,9.7,,9.4,,97.5,,"6,495.3",
MA,Greater Attleboro-Taunton Regional Transit Authority(GATRA),1064,Authority,N,DR,PT,60,66,,0,,1532.637,,"1,315.5",,115.2,,99.5,,232.6,,"1,702.4",
MA,Greater Attleboro-Taunton Regional Transit Authority(GATRA),1064,Authority,N,MB,PT,34,39,,1576.254,,1692.683,,"1,574.2",,94.6,,89.7,,811.5,,"4,543.8",
,,,,,Total,,99,112,,1886.099,,3549.642,,"3,197.6",,219.6,,198.6,,"1,141.5",,"12,741.5",
MA,Lowell Regional Transit Authority(LRTA),1005,Authority,N,DR,PT,15,20,,0,,377.799,,352.9,,25.7,,24.3,,56.5,,282.1,
MA,Lowell Regional Transit Authority(LRTA),1005,Authority,N,DR,DO,12,12,,0,,178.556,,158.0,,16.4,,15.0,,42.8,,237.4,
MA,Lowell Regional Transit Authority(LRTA),1005,Authority,N,MB,PT,42,50,,1157.524,,1213.435,,"1,156.3",,82.6,,79.8,,"1,398.4",,"5,216.0",
,,,,,Total,,69,82,,1157.524,,1769.79,,"1,667.2",,124.7,,119.1,,"1,497.7",,"5,735.4",
MA,Massachusetts Bay Transportation Authority(MBTA),1003,Authority,N,CR,PT,416,497,,22718.478,,23206.076,,"22,724.6",,782.2,,770.0,,"36,083.9",,"729,727.6",
MA,Massachusetts Bay Transportation Authority(MBTA),1003,Authority,N,DR,PT,641,717,,0,,24023.277,,"20,420.2",,"1,950.8",,"1,670.0",,"2,609.4",,"17,724.3",
MA,Massachusetts Bay Transportation Authority(MBTA),1003,Authority,N,FB,PT,9,16,,304.547,,308.041,,303.7,,22.4,,21.6,,"1,399.7",,"11,250.1",
MA,Massachusetts Bay Transportation Authority(MBTA),1003,Authority,N,HR,DO,336,432,,24194.507,,24397.744,,"23,808.4",,"1,519.1",,"1,460.3",,"166,961.1",,"581,700.4",
MA,Massachusetts Bay Transportation Authority(MBTA),1003,Authority,N,LR,DO,144,194,,5911.415,,5911.015,,"5,897.1",,631.9,,629.1,,"74,816.0",,"196,463.7",
MA,Massachusetts Bay Transportation Authority(MBTA),1003,Authority,N,MB,DO,767,850,,23659.399,,26194.913,,"23,507.2",,"2,567.0",,"2,350.8",,"115,340.0",,"299,014.2",
MA,Massachusetts Bay Transportation Authority(MBTA),1003,Authority,N,MB,PT,17,27,,718.36,,778.053,,715.1,,58.8,,53.4,,"1,128.4",,"2,798.7",
MA,Massachusetts Bay Transportation Authority(MBTA),1003,Authority,N,TB,DO,22,28,,681.454,,679.858,,677.4,,73.0,,72.1,,"3,278.2",,"6,894.9",
,,,,,Total,,"2,352",2761,,78188.16,,105498.977,,"98,053.7",,"7,605.4",,"4,893.6",,"401,616.8",,"1,845,573.8",
MA,Merrimack Valley Regional Transit Authority(MVRTA),1013,Authority,N,CB,PT,4,5,,64.061,,153.963,,64.6,,6.4,,4.0,,53.3,,"1,492.3",
MA,Merrimack Valley Regional Transit Authority(MVRTA),1013,Authority,N,DR,PT,19,20,,0,,625.901,,533.3,,45.3,,38.8,,74.8,,468.4,
