State,Name,ID,Org Type,SSW,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Service Supplied (in Thousands),,,,,,,,,,Unlinked Passenger Trips,,,,
CA,"Golden Gate Bridge, Highway and Transportation District(GGBHTD)",9016,Agency,N,MB,PT,4,39,,58.6,,115.9,,58.6,,3.9,,2.8,,40.3,,728.4,,
CA,"Golden Gate Bridge, Highway and Transportation District(GGBHTD)",9016,Agency,N,MB,DO,167,201,,"5,185.1",,"6,146.7",,"5,182.1",,374.2,,332.9,,"6,566.8",,"81,690.0",,
,,,,,Total,,221,298,,"5,428.4",,"7,666.8",,"6,453.4",,465.8,,411.0,,"8,759.1",,"106,100.1",,
CA,Imperial County Transportation Commission(ICTC),9226,Agency,N,DR,PT,6,8,,0.0 ,,281.3,,231.5,,17.8,,12.2,,42.2,,499.3,,
CA,Imperial County Transportation Commission(ICTC),9226,Agency,N,MB,PT,15,18,,668.5,,800.2,,666.0,,40.1,,32.6,,635.3,,"10,398.7",,
,,,,,Total,,21,26,,668.5,,"1,081.5",,897.5,,58.0,,44.8,,677.5,,"10,897.9",,
CA,Kings County Area Public Transit Agency(KART),9200,Agency,N,DR,PT,8,14,,0.0 ,,111.8,,90.2,,14.3,,13.5,,30.0,,104.2,,
CA,Kings County Area Public Transit Agency(KART),9200,Agency,N,MB,PT,16,21,,629.9,,639.5,,618.2,,37.4,,36.6,,674.3,,"3,493.1",,
CA,Kings County Area Public Transit Agency(KART),9200,Agency,N,VP,DO,498,508,,0.0 ,,"6,687.0",,"6,687.0",,138.1,,138.1,,"1,353.0",,"54,511.3",,
,,,,,Total,,522,543,,629.9,,"7,438.2",,"7,395.4",,189.8,,188.2,,"2,057.3",,"58,108.5",,
CA,LACMTA - Small Operators(LACMTA),9166,Consolidated,N,DR,PT,185,244,,0.0 ,,"3,588.8",,"3,093.5",,346.5,,302.0,,"1,059.3",,"3,737.1",,
CA,LACMTA - Small Operators(LACMTA),9166,Consolidated,N,DT,PT,61,61,,0.0 ,,"1,105.1",,"1,105.1",,66.7,,66.7,,441.7,,"1,433.5",,
CA,LACMTA - Small Operators(LACMTA),9166,Consolidated,N,MB,PT,196,279,,"5,793.5",,"6,217.8",,"5,650.8",,549.2,,509.6,,"11,979.9",,"28,473.2",,
,,,,,Total,,442,584,,"5,793.5",,"10,911.8",,"9,849.4",,962.4,,878.4,,"13,481.0",,"33,643.8",,
CA,Laguna Beach Municipal Transit(CLB),9119,City,N,MB,DO,23,23,,207.2,,232.2,,208.5,,25.4,,21.8,,586.0,,"1,037.9",,
CA,Livermore / Amador Valley Transit Authority(LAVTA),9144,Agency,N,DR,PT,14,18,,0.0 ,,352.5,,312.9,,24.6,,22.4,,56.8,,403.0,,
CA,Livermore / Amador Valley Transit Authority(LAVTA),9144,Agency,N,MB,PT,37,60,,"1,398.3",,"1,627.7",,"1,398.1",,107.1,,96.0,,"1,566.7",,"7,650.5",,
CA,Livermore / Amador Valley Transit Authority(LAVTA),9144,Agency,N,RB,PT,14,14,,239.3,,272.0,,239.3,,16.8,,15.5,,146.2,,697.2,,
,,,,,Total,,65,92,,"1,637.6",,"2,252.2",,"1,950.2",,148.5,,133.8,,"1,769.7",,"8,750.7",,
CA,Long Beach Transit(LBT),9023,Other Public,N,DR,PT,15,15,,0.0 ,,174.3,,174.3,,9.5,,9.5,,47.1,,185.7,,
CA,Long Beach Transit(LBT),9023,Other Public,N,MB,DO,183,249,,"6,683.2",,"7,338.0",,"6,681.3",,696.1,,662.9,,"27,865.5",,"85,907.0",,
,,,,,Total,,198,264,,"6,683.2",,"7,512.3",,"6,855.6",,705.6,,672.4,,"27,912.5",,"86,092.6",,
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),9154,Agency,N,HR,DO,70,104,,"5,914.7",,"6,104.5",,"5,907.9",,281.4,,258.6,,"46,453.7",,"226,973.5",,
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),9154,Agency,N,LR,DO,122,146,,"10,171.6",,"10,308.8",,"10,154.6",,481.7,,457.8,,"49,252.3",,"337,518.4",,
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),9154,Agency,N,MB,PT,144,160,,"6,235.0",,"7,600.2",,"6,224.8",,533.0,,484.5,,"13,419.8",,"47,640.3",,
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),9154,Agency,N,MB,DO,"1,889",2135,,"76,071.7",,"90,714.0",,"75,264.4",,"7,302.6",,"6,599.9",,"343,880.7",,"1,445,179.4",,
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),9154,Agency,N,VP,PT,"1,059",1128,,0.0 ,,"23,520.4",,"23,520.4",,519.1,,519.1,,"2,995.2",,"131,882.5",,
,,,,,Total,,"3,284",3673,,"98,393.0",,"138,247.8",,"121,072.0",,"9,117.8",,"7,864.9",,"456,001.8",,"2,189,194.2",,
CA,Merced County Transit(The Bus),9173,Agency,N,DR,PT,26,44,,0.0 ,,757.2,,661.6,,45.6,,42.3,,206.4,,"1,296.1",,
CA,Merced County Transit(The Bus),9173,Agency,N,DT,PT,1,1,,0.0 ,,0.4,,0.4,,0.0,,0.0,,0.2,,0.4,,
CA,Merced County Transit(The Bus),9173,Agency,N,MB,PT,26,44,,"1,195.0",,"1,305.0",,"1,178.4",,75.8,,71.2,,800.9,,"1,524.3",,
,,,,,Total,,53,89,,"1,195.0",,"2,062.6",,"1,840.4",,121.5,,113.6,,"1,007.5",,"2,820.8",,
CA,Modesto Area Express(MAX),9007,City,N,DR,PT,12,14,,0.0 ,,532.5,,532.5,,40.2,,40.2,,117.7,,796.0,,
CA,Modesto Area Express(MAX),9007,City,N,MB,PT,46,54,,"1,834.5",,"1,895.6",,"1,824.9",,145.8,,140.9,,"3,413.4",,"11,040.7",,
,,,,,Total,,58,68,,"1,834.5",,"2,428.1",,"2,357.3",,186.1,,181.2,,"3,531.2",,"11,836.7",,
CA,Montebello Bus Lines(MBL),9041,City,N,DT,PT,10,10,,0.0 ,,119.5,,119.5,,8.3,,8.3,,78.3,,153.2,,
CA,Montebello Bus Lines(MBL),9041,City,N,MB,DO,54,66,,"2,505.7",,"2,574.9",,"2,511.7",,233.6,,229.2,,"8,042.4",,"26,539.9",,
CA,Montebello Bus Lines(MBL),9041,City,N,MB,PT,5,7,,39.5,,64.8,,39.1,,4.6,,3.2,,109.1,,357.0,,
,,,,,Total,,69,83,,"2,545.2",,"2,759.2",,"2,670.3",,246.5,,240.7,,"8,229.8",,"27,050.0",,
CA,Monterey-Salinas Transit(MST),9062,Agency,N,DR,PT,26,29,,0.0 ,,"1,202.7",,"1,024.1",,62.6,,55.9,,105.8,,"1,307.2",,
CA,Monterey-Salinas Transit(MST),9062,Agency,N,MB,DO,59,77,,"3,223.6",,"3,601.2",,"3,138.1",,209.1,,193.0,,"3,866.3",,"21,732.5",,
CA,Monterey-Salinas Transit(MST),9062,Agency,N,MB,PT,22,24,,969.1,,"1,049.9",,818.9,,69.4,,62.5,,501.0,,"2,262.4",,
,,,,,Total,,107,130,,"4,192.6",,"5,853.7",,"4,981.1",,341.1,,311.5,,"4,473.0",,"25,302.1",,
CA,Napa County Transportation Planning Agency(NCTPA),9088,Agency,N,DR,PT,13,17,,0.0 ,,215.3,,178.4,,20.1,,16.4,,39.9,,297.1,Q,
CA,Napa County Transportation Planning Agency(NCTPA),9088,Agency,N,MB,PT,27,36,,"1,081.0",,"1,157.4",,"1,114.4",,85.4,,81.8,,760.4,,"2,653.4",Q,
,,,,,Total,,40,53,,"1,081.0",,"1,372.7",,"1,292.8",,105.4,,98.2,,800.3,,"2,950.5",,
CA,North County Transit District(NCTD),9030,Agency,N,CR,PT,26,35,,"1,317.6",,"1,398.9",,"1,322.1",,38.6,,33.0,,"1,390.1",,"38,483.5",,
CA,North County Transit District(NCTD),9030,Agency,N,DR,PT,26,35,,0.0 ,,"1,339.9",,"1,114.4",,65.2,,56.2,,117.7,,"1,540.5",,
CA,North County Transit District(NCTD),9030,Agency,N,MB,PT,120,144,,"5,246.3",,"5,755.2",,"5,244.8",,406.1,,381.8,,"7,722.6",,"38,831.5",,
CA,North County Transit District(NCTD),9030,Agency,N,YR,PT,6,12,,543.1,,547.2,,541.5,,24.8,,24.6,,"2,219.8",,"19,602.2",,
,,,,,Total,,178,226,,"7,106.9",,"9,041.3",,"8,222.9",,534.7,,467.3,,"11,450.3",,"98,457.7",,
CA,Norwalk Transit System(NTS),9022,City,N,DR,PT,5,7,,0.0 ,,65.0,,47.5,,7.9,,6.2,,18.1,,55.8,,
CA,Norwalk Transit System(NTS),9022,City,N,DT,PT,2,2,,0.0 ,,14.5,,14.5,,0.9,,0.9,,4.2,,17.3,,
CA,Norwalk Transit System(NTS),9022,City,N,MB,DO,24,33,,"1,214.9",,"1,211.1",,"1,180.7",,98.0,,95.7,,"2,291.1",,"8,011.3",Q,
,,,,,Total,,31,42,,"1,214.9",,"1,290.6",,"1,242.8",,106.8,,102.8,,"2,313.4",,"8,084.3",,
CA,Omnitrans(OMNI),9029,Agency,N,DR,PT,90,100,,0.0 ,,"3,256.9",,"2,669.4",,214.0,,168.5,,454.3,,"4,969.7",,
CA,Omnitrans(OMNI),9029,Agency,N,MB,DO,139,168,,"7,654.9",,"8,224.0",,"7,638.1",,618.6,,592.4,,"14,469.0",,"68,409.2",,
CA,Omnitrans(OMNI),9029,Agency,N,MB,PT,7,16,,278.6,,324.2,,278.6,,23.8,,22.1,,116.7,,367.9,,
,,,,,Total,,236,284,,"7,933.5",,"11,805.2",,"10,586.1",,856.3,,783.0,,"15,039.9",,"73,746.8",,
CA,Orange County Transportation Authority(OCTA),9036,Agency,N,DR,PT,454,642,,0.0 ,,"12,412.5",,"10,599.4",,756.4,,668.3,,"1,492.7",,"15,534.3",,
CA,Orange County Transportation Authority(OCTA),9036,Agency,N,DT,PT,74,74,,0.0 ,,120.3,,120.3,,9.7,,9.7,,61.4,,207.5,,
CA,Orange County Transportation Authority(OCTA),9036,Agency,N,MB,DO,349,487,,"16,923.0",,"19,871.4",,"16,911.9",,"1,514.8",,"1,403.4",,"49,413.5",,"193,486.1",,
CA,Orange County Transportation Authority(OCTA),9036,Agency,N,MB,PT,105,127,,"2,135.1",,"3,495.9",,"2,136.0",,191.8,,140.6,,"1,892.0",,"13,991.5",,
CA,Orange County Transportation Authority(OCTA),9036,Agency,N,VP,PT,338,415,,0.0 ,,"5,868.0",,"5,868.0",,145.2,,145.2,,941.8,,"33,006.8",,
,,,,,Total,,"1,320",1745,,"19,058.1",,"41,768.1",,"35,635.7",,"2,618.1",,"2,367.3",,"53,801.3",,"256,226.2",,
CA,"Paratransit, Inc.",9223,Non-Profit,N,DR,DO,100,127,,0.0 ,,"3,459.2",,"2,887.4",,209.9,,183.9,,348.8,,"3,091.0",,
CA,Paso Robles Transit Service(PE ),9195,City,Y,DR,PT,1,,,,,,,36.7,,,,3.4,,7.8,,,,
CA,Paso Robles Transit Service(PE ),9195,City,Y,MB,PT,5,,,,,,,174.9,,,,12.9,,172.4,,,,
,,,,,Total,,6,,,,,,,211.6,,,,16.3,,180.2,,,,
CA,Peninsula Corridor Joint Powers Board dba: Caltrain(PCJPB),9134,Agency,N,CR,PT,100,118,,"6,502.4",,"6,633.9",,"6,484.3",,197.5,,185.8,,"12,574.2",,"289,067.5",,
CA,Peninsula Corridor Joint Powers Board dba: Caltrain(PCJPB),9134,Agency,N,MB,PT,35,35,,"1,044.8",,"1,417.4",,"1,041.8",,144.6,,117.3,,"1,472.4",,"3,286.5",,
,,,,,Total,,135,153,,"7,547.2",,"8,051.3",,"7,526.0",,342.2,,154.5,,"14,046.6",,"292,354.0",,
CA,Placer County Department of Public Works(PCDPW),9196,City,N,CB,DO,1,2,,24.9,,46.2,,23.0,,1.4,,0.7,,18.0,,490.5,,
CA,Placer County Department of Public Works(PCDPW),9196,City,N,CB,PT,3,4,,81.6,,162.6,,81.5,,4.0,,2.5,,62.1,,"1,641.9",,
CA,Placer County Department of Public Works(PCDPW),9196,City,N,DR,PT,5,10,,0.0 ,,122.8,,104.8,,12.9,,12.4,,25.1,,94.9,,
CA,Placer County Department of Public Works(PCDPW),9196,City,N,DR,DO,1,1,,0.0 ,,0.5,,0.1,,0.0,,0.0,,0.0,,0.1,,
CA,Placer County Department of Public Works(PCDPW),9196,City,N,DT,PT,1,1,,0.0 ,,5.7,,5.7,,0.1,,0.1,,0.5,,5.7,,
CA,Placer County Department of Public Works(PCDPW),9196,City,N,MB,DO,15,29,,"1,066.3",,"1,169.9",,"1,064.0",,52.8,,49.9,,667.1,,"5,523.8",,
CA,Placer County Department of Public Works(PCDPW),9196,City,N,MB,PT,1,2,,55.0,,70.4,,68.2,,5.7,,4.6,,11.8,,62.3,,
CA,Placer County Department of Public Works(PCDPW),9196,City,N,VP,PT,10,11,,0.0 ,,243.4,,243.4,,5.5,,5.5,,31.7,,"1,273.2",,
,,,,,Total,,37,60,,"1,227.9",,"1,821.4",,"1,590.7",,82.5,,75.7,,816.3,,"9,092.4",,
CA,Redding Area Bus Authority(RABA),9093,Agency,N,DR,PT,20,20,,0.0 ,,374.0,,325.0,,25.4,,23.4,,62.0,,331.0,,
CA,Redding Area Bus Authority(RABA),9093,Agency,N,MB,PT,12,19,,683.9,,696.2,,668.9,,48.9,,47.4,,660.7,,"4,082.3",,
,,,,,Total,,32,39,,683.9,,"1,070.2",,993.8,,74.3,,70.8,,722.7,,"4,413.3",,
CA,Riverside Transit Agency(RTA),9031,Agency,N,DR,PT,73,83,,0.0 ,,"3,345.6",,"2,786.2",,192.9,,142.0,,322.6,,"3,806.8",,
CA,Riverside Transit Agency(RTA),9031,Agency,N,DT,PT,14,14,,0.0 ,,133.1,,133.1,,4.6,,4.6,,7.5,,88.3,,
CA,Riverside Transit Agency(RTA),9031,Agency,N,MB,PT,60,84,,"3,077.2",,"3,627.8",,"3,070.9",,185.1,,164.2,,"1,462.3",,"12,867.2",,
CA,Riverside Transit Agency(RTA),9031,Agency,N,MB,DO,72,94,,"4,186.8",,"4,819.8",,"4,184.0",,311.6,,289.5,,"6,299.8",,"39,894.5",,
,,,,,Total,,219,275,,"7,264.0",,"11,926.3",,"10,174.2",,694.2,,600.4,,"8,092.2",,"56,656.8",,
CA,Roseville Transit,9168,City,Y,CB,PT,7,,,,,,,168.6,,,,7.0,,126.2,,,,
CA,Roseville Transit,9168,City,Y,DR,PT,6,,,,,,,129.5,,,,11.6,,30.8,,,,
CA,Roseville Transit,9168,City,Y,MB,PT,9,,,,,,,339.0,,,,30.1,,207.1,,,,
,,,,,Total,,22,,,,,,,637.1,,,,48.6,,364.1,,,,
CA,Sacramento Regional Transit District(Sacramento RT),9019,Agency,N,LR,DO,56,76,,"3,704.7",,"3,820.6",,"3,696.7",,199.2,,191.1,,"12,543.9",,"72,860.3",,
CA,Sacramento Regional Transit District(Sacramento RT),9019,Agency,N,MB,DO,145,195,,"6,572.0",,"6,567.6",,"5,589.7",,533.6,,501.2,,"13,617.5",,"47,524.9",,
,,,,,Total,,201,271,,"10,276.6",,"10,388.2",,"9,286.4",,732.7,,570.5,,"26,161.3",,"120,385.2",,
CA,San Diego Association of Governments(SANDAG),9095,MPO,N,VP,PT,738,738,,0.0 ,,"15,202.9",,"15,202.9",,351.4,,351.4,,"2,127.9",,"99,247.9",,
CA,San Diego Metropolitan Transit System(MTS),9026,Agency,N,CB,PT,18,26,,326.8,,803.2,,326.8,,27.2,,12.4,,300.5,,"7,223.5",,
CA,San Diego Metropolitan Transit System(MTS),9026,Agency,N,DR,PT,123,140,,0.0 ,,"4,417.3",,"3,053.9",,255.3,,177.0,,461.4,,"4,104.1",,
CA,San Diego Metropolitan Transit System(MTS),9026,Agency,N,LR,DO,93,128,,"7,561.3",,"7,607.9",,"7,518.5",,429.2,,422.8,,"31,612.9",,"193,062.6",,
CA,San Diego Metropolitan Transit System(MTS),9026,Agency,N,MB,PT,188,242,,"7,857.3",,"8,993.9",,"7,815.6",,776.8,,737.5,,"21,902.5",,"70,797.1",,
CA,San Diego Metropolitan Transit System(MTS),9026,Agency,N,MB,DO,194,236,,"8,156.7",,"9,325.5",,"8,177.7",,793.8,,753.5,,"27,252.2",,"100,500.1",,
,,,,,Total,,616,772,,"23,902.1",,"31,147.9",,"26,892.4",,"2,282.2",,"1,854.3",,"81,529.4",,"375,687.4",,
CA,San Francisco Bay Area Rapid Transit District(BART),9003,Agency,N,HR,DO,534,668,,"60,945.5",,"65,143.6",,"63,347.0",,"2,077.5",,"1,774.5",,"111,099.0",,"1,442,860.8",,
CA,San Francisco Bay Area Water Emergency Transportation Authority(WETA),9225,Agency,N,FB,PT,3,7,,75.5,,80.4,,73.2,,6.7,,6.1,,609.3,,"4,132.4",,
CA,San Francisco Municipal Railway(MUNI),9015,City,N,CC,DO,27,40,,492.2,,293.1,,286.7,,147.5,,145.9,,"7,042.5",,"9,033.0",,
CA,San Francisco Municipal Railway(MUNI),9015,City,N,DR,PT,115,123,,0.0 ,,"1,384.5",,"1,384.5",,164.0,,164.0,,521.1,,"4,395.3",,
CA,San Francisco Municipal Railway(MUNI),9015,City,N,DT,PT,"1,621",1621,,0.0 ,,"1,538.2",,"1,538.2",,102.5,,102.5,,383.5,,"1,538.2",,
CA,San Francisco Municipal Railway(MUNI),9015,City,N,LR,DO,139,186,,"5,967.8",,"5,838.0",,"5,838.0",,633.9,,632.0,,"51,021.6",,"135,716.9",,
CA,San Francisco Municipal Railway(MUNI),9015,City,N,MB,DO,425,451,,"12,046.8",,"12,990.2",,"11,759.1",,"1,515.2",,"1,410.6",,"89,450.7",,"202,801.2",,
CA,San Francisco Municipal Railway(MUNI),9015,City,N,TB,DO,201,220,,"6,157.3",,"6,154.9",,"5,969.7",,944.1,,918.2,,"66,233.6",,"97,585.3",,
,,,,,Total,,"2,528",2641,,"24,664.0",,"28,198.9",,"26,776.2",,"3,507.1",,"3,207.4",,"214,653.0",,"451,070.0",,
CA,San Joaquin Regional Transit District(RTD),9012,Agency,N,CB,PT,16,22,,442.0,,639.3,,442.0,,24.3,,13.9,,220.6,,"1,004.8",,
CA,San Joaquin Regional Transit District(RTD),9012,Agency,N,CB,DO,16,22,,105.6,,147.8,,105.6,,5.3,,3.0,,25.9,,117.8,,
CA,San Joaquin Regional Transit District(RTD),9012,Agency,N,DR,DO,10,21,,0.0 ,,5.2,,4.2,,0.4,,0.3,,0.1,,1.1,,
CA,San Joaquin Regional Transit District(RTD),9012,Agency,N,DT,PT,18,18,,0.0 ,,165.1,,165.1,,7.5,,7.5,,29.6,,198.0,,
CA,San Joaquin Regional Transit District(RTD),9012,Agency,N,MB,DO,42,54,,"1,556.8",,"1,670.1",,"1,540.6",,139.4,,131.2,,"2,541.2",,"11,517.9",,
CA,San Joaquin Regional Transit District(RTD),9012,Agency,N,MB,PT,22,27,,699.9,,772.6,,666.4,,51.1,,47.4,,314.0,,"1,423.2",,
CA,San Joaquin Regional Transit District(RTD),9012,Agency,N,RB,DO,10,14,,302.7,,311.5,,302.7,,25.8,,25.1,,954.1,,"4,307.2",,
,,,,,Total,,134,178,,"3,107.0",,"3,711.6",,"3,226.8",,253.8,,228.4,,"4,085.4",,"18,570.0",,
CA,San Luis Obispo Regional Transit Authority(SLORTA),9206,Agency,N,DR,DO,13,16,,0.0 ,,558.5,,450.0,,28.4,,17.5,,35.3,,382.1,,
CA,San Luis Obispo Regional Transit Authority(SLORTA),9206,Agency,N,MB,DO,16,21,,941.8,,"1,120.9",Q,940.8,Q,38.6,Q,31.4,Q,594.7,,"16,089.6",,
,,,,,Total,,29,37,,941.8,,"1,679.3",,"1,390.9",,67.0,,48.9,,630.0,,"16,471.7",,
CA,San Mateo County Transit District(SamTrans),9009,Agency,N,DR,PT,86,98,,0.0 ,,"2,725.8",,"2,371.9",,189.3,,170.0,,286.5,,"2,652.1",,
CA,San Mateo County Transit District(SamTrans),9009,Agency,N,DT,PT,10,10,,0.0 ,,297.2,,297.2,,11.1,,11.1,,29.4,,266.7,,
CA,San Mateo County Transit District(SamTrans),9009,Agency,N,MB,DO,195,234,,"4,127.8",,"5,629.6",,"4,126.9",,482.1,,418.3,,"10,491.7",,"43,016.1",,
CA,San Mateo County Transit District(SamTrans),9009,Agency,N,MB,PT,53,62,,"2,347.8",,"3,260.0",,"2,346.7",,218.5,,175.4,,"3,199.8",,"21,199.1",,
,,,,,Total,,344,404,,"6,475.6",,"11,912.7",,"9,142.8",,901.0,,774.8,,"14,007.4",,"67,133.9",,
CA,Santa Barbara Metropolitan Transit District(SBMTD),9020,Agency,N,CB,DO,3,5,,70.4,,77.8,,70.4,,2.0,,1.8,,26.3,,"1,060.3",,
CA,Santa Barbara Metropolitan Transit District(SBMTD),9020,Agency,N,DR,PT,15,17,,0.0 ,,564.3,,472.4,,36.9,,27.7,,47.8,,276.3,,
CA,Santa Barbara Metropolitan Transit District(SBMTD),9020,Agency,N,MB,DO,84,101,,"2,574.6",,"2,918.4",,"2,559.7",,234.7,,209.2,,"7,686.4",,"32,626.2",,
,,,,,Total,,102,123,,"2,644.9",,"3,560.4",,"3,102.5",,273.6,,238.7,,"7,760.5",,"33,962.8",,
CA,Santa Clara Valley Transportation Authority(VTA),9013,Agency,N,DR,PT,206,272,,0.0 ,,"6,909.2",,"6,010.8",,367.3,,319.9,,824.8,,"8,017.3",,
CA,Santa Clara Valley Transportation Authority(VTA),9013,Agency,N,LR,DO,48,99,,"3,179.0",,"3,178.4",,"2,953.1",,197.3,,182.7,,"10,014.5",,"54,047.6",,
CA,Santa Clara Valley Transportation Authority(VTA),9013,Agency,N,MB,PT,11,20,,184.8,,230.1,,184.8,,18.6,,16.7,,257.3,,"1,074.8",,
CA,Santa Clara Valley Transportation Authority(VTA),9013,Agency,N,MB,DO,332,431,,"14,415.7",,"16,944.4",,"14,376.8",,"1,265.6",,"1,168.6",,"31,395.1",,"148,225.3",,
,,,,,Total,,597,822,,"17,779.6",,"27,262.0",,"23,525.5",,"1,848.9",,"1,637.7",,"42,491.8",,"211,365.1",,
CA,Santa Clarita Transit(SCT),9171,City,N,DR,PT,22,24,,0.0 ,,817.6,,638.5,,53.9,,38.0,,113.4,,885.3,,
CA,Santa Clarita Transit(SCT),9171,City,N,MB,PT,70,83,,"2,801.0",,"3,193.0",,"2,803.2",,180.4,,161.6,,"3,611.1",,"38,494.6",,
,,,,,Total,,92,107,,"2,801.0",,"4,010.6",,"3,441.7",,234.3,,199.6,,"3,724.5",,"39,379.9",,
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,Agency,N,DR,DO,30,42,,0.0 ,,589.0,,426.8,,53.5,,41.9,,85.9,,543.7,,
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,Agency,N,DR,PT,6,6,,0.0 ,,55.2,,46.1,,4.6,,4.0,,9.4,,49.2,,
CA,Santa Cruz Metropolitan Transit District(SCMTD),9006,Agency,N,MB,DO,80,91,,"3,157.4",,"3,653.0",,"3,156.7",,237.4,,215.3,,"5,776.4",,"35,493.3",,
,,,,,Total,,116,139,,"3,157.4",,"4,297.2",,"3,629.6",,295.5,,261.1,,"5,871.7",,"36,086.1",,
CA,Santa Maria Area Transit(SMAT),9087,City,N,DR,PT,6,13,,0.0 ,,157.3,,129.9,,11.5,,9.7,,26.0,,143.5,,
CA,Santa Maria Area Transit(SMAT),9087,City,N,MB,PT,28,39,,"1,170.4",,"1,257.1",,"1,169.7",,64.0,,60.4,,"1,126.9",,"7,437.9",Q,
,,,,,Total,,34,52,,"1,170.4",,"1,414.4",,"1,299.6",,75.6,,70.2,,"1,152.9",,"7,581.4",,
CA,Santa Monica's Big Blue Bus(Big Blue Bus ),9008,City,N,DR,PT,5,6,,0.0 ,,75.0,,69.1,,9.6,,8.8,,24.7,,60.4,,
CA,Santa Monica's Big Blue Bus(Big Blue Bus ),9008,City,N,MB,DO,157,189,,"5,275.1",,"5,832.0",,"5,267.8",,528.9,,499.4,,"22,260.4",,"80,376.5",,
,,,,,Total,,162,195,,"5,275.1",,"5,907.0",,"5,336.9",,538.5,,508.2,,"22,285.1",,"80,437.0",,
CA,Simi Valley Transit(SVT),9050,City,Y,DR,DO,11,,,,,,,179.9,,,,17.6,,47.1,,,,
CA,Simi Valley Transit(SVT),9050,City,Y,MB,DO,6,,,,,,,416.0,,,,26.2,,435.4,,,,
,,,,,Total,,17,,,,,,,595.9,,,,43.8,,482.5,,,,
CA,Sonoma County Transit,9089,City,N,DR,PT,25,25,,0.0 ,,595.1,,455.4,,37.8,,29.9,,36.0,,407.3,,
CA,Sonoma County Transit,9089,City,N,MB,DO,3,9,,89.6,,90.1,,89.4,,5.6,,5.5,,23.8,,221.2,,
CA,Sonoma County Transit,9089,City,N,MB,PT,37,48,,"1,382.1",,"1,762.1",,"1,375.2",,94.2,,80.4,,"1,322.5",,"12,286.6",,
,,,,,Total,,65,82,,"1,471.6",,"2,447.3",,"1,920.0",,137.6,,115.8,,"1,382.4",,"12,915.1",,
CA,Southern California Regional Rail Authority dba: Metrolink(Metrolink),9151,Agency,N,CR,PT,190,247,,"10,294.2",,"10,562.4",,"10,252.8",,295.6,,259.1,,"11,270.2",,"387,997.0",,
CA,SunLine Transit Agency(SunLine),9079,Agency,N,DR,DO,28,31,,0.0 ,,904.0,,706.7,,67.2,,52.1,,110.5,,"1,248.0",,
CA,SunLine Transit Agency(SunLine),9079,Agency,N,MB,DO,47,68,,"2,526.5",,"2,754.9",,"2,522.2",,197.7,,188.7,,"4,045.0",,"22,760.4",Q,
,,,,,Total,,75,99,,"2,526.5",,"3,658.8",,"3,228.9",,264.9,,240.8,,"4,155.5",,"24,008.4",,
CA,The Eastern Contra Costa Transit Authority(Tri Delta Transit),9162,Agency,N,DR,PT,21,29,,0.0 ,,944.9,Q,773.0,Q,73.1,Q,61.6,Q,129.0,,758.8,,
CA,The Eastern Contra Costa Transit Authority(Tri Delta Transit),9162,Agency,N,MB,PT,53,68,,"2,204.2",,"2,516.3",Q,"2,196.3",Q,173.5,,155.6,,"2,351.7",,"15,466.8",,
,,,,,Total,,74,97,,"2,204.2",,"3,461.2",,"2,969.2",,246.6,,217.2,,"2,480.7",,"16,225.5",,
CA,Thousand Oaks Transit(TOT),9165,City,N,DR,PT,16,18,,0.0 ,,534.8,Q,528.8,Q,44.8,Q,37.2,Q,86.3,,389.4,,
CA,Thousand Oaks Transit(TOT),9165,City,N,MB,PT,4,6,,221.4,,227.1,,200.3,,14.9,,12.8,,181.0,,"1,063.0",,
,,,,,Total,,20,24,,221.4,,761.9,,729.1,,59.7,,50.0,,267.4,,"1,452.4",,
CA,Torrance Transit System(TTS),9010,City,N,DT,PT,36,36,,0.0 ,,386.1,,386.1,,19.6,,19.6,,84.3,,386.1,,
CA,Torrance Transit System(TTS),9010,City,N,MB,DO,44,51,,"1,924.9",,"1,983.7",,"1,924.1",,162.7,,158.1,,"3,494.8",,"15,447.0",,
CA,Torrance Transit System(TTS),9010,City,N,MB,PT,12,14,,133.1,,350.2,,133.1,,15.2,,7.4,,84.7,,"1,041.5",,
,,,,,Total,,92,101,,"2,058.0",,"2,720.0",,"2,443.3",,197.5,,185.1,,"3,663.8",,"16,874.6",,
CA,Unitrans - City of Davis/ASUCD(Unitrans),9142,University,N,MB,DO,37,47,,795.9,,840.7,,790.9,,81.4,,77.8,,"3,565.3",,"7,920.9",,
CA,Ventura Intercity Service Transit Authority(VISTA),9164,Agency,N,DR,PT,11,13,,0.0 ,,376.6,,333.0,,32.0,,29.1,,205.7,,833.6,,
CA,Ventura Intercity Service Transit Authority(VISTA),9164,Agency,N,MB,PT,29,33,,"1,529.0",,"1,849.5",,"1,496.8",,62.1,,52.8,,803.0,,"10,273.6",,
