State,Name,ID,Org Type,Mode,TOS,VOMS,Vehicles Available for Maximum Service,, Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Unlinked Passenger Trips,,Passenger Miles Traveled,,
IL,Pace - Suburban Bus Division (PACE),5113,B,DR,DO,5,5.0,,0.0,,119.9,,101.7,,7.9,,6.7,,34.7,,218.7,,
IL,Pace - Suburban Bus Division (PACE),5113,B,MB,DO,493,586.0,,"18,069.5",,"21,627.8",,"18,031.2",,"1,434.7",,"1,289.0",,"30,599.4",,"208,871.8",,
IL,Pace - Suburban Bus Division (PACE),5113,B,MB,PT,120,143.0,,"2,591.6",,"3,144.5",,"2,590.8",,206.4,,175.1,,"2,987.9",,"18,759.3",,
IL,Pace - Suburban Bus Division (PACE),5113,B,VP,DO,677,820.0,,0.0,,"10,487.7",,"9,420.5",,369.1,,323.0,,"1,877.2",,"45,429.4",,
,,,,Total,,"1,539","1,841.0",,"20,661.2",,"40,024.2",,"34,081.0",,"2,335.0",,"2,067.4",,"36,590.1",,"279,387.8",,
IL,Pace - Suburban Bus Division (PACE) - ADA Paratransit Services,5182,B,DR,PT,705,781.0,,0.0,,"25,580.7",,"21,741.7",,"1,819.2",,"1,629.5",,"2,623.6",,"23,213.4",,
IL,River Valley Metro Mass Transit District (RVMMTD),5159,B,DR,PT,2,3.0,,0.0,,70.6,,63.8,,6.3,,5.8,,11.5,,61.7,,
IL,River Valley Metro Mass Transit District (RVMMTD),5159,B,MB,PT,9,13.0,,584.1,,609.2,,584.1,,43.1,,41.5,,415.1,,"3,402.0",,
,,,,Total,,11,16.0,,584.1,,679.8,,647.8,,49.5,,47.3,,426.7,,"3,463.7",,
IL,Rock Island County Metropolitan Mass Transit District (MetroLink),5057,B,DR,DO,5,6.0,,0.0,,20.1,,18.3,,1.6,,1.4,,5.5,,16.8,,
IL,Rock Island County Metropolitan Mass Transit District (MetroLink),5057,B,DR,PT,4,5.0,,0.0,,103.8,,89.7,,7.4,,6.8,,10.9,,93.8,,
IL,Rock Island County Metropolitan Mass Transit District (MetroLink),5057,B,MB,DO,64,75.0,,"2,341.7",,"2,419.8",,"2,218.3",,161.5,,149.3,,"2,379.8",,"7,926.7",,
,,,,Total,,73,86.0,,"2,341.7",,"2,543.6",,"2,326.3",,170.4,,157.5,,"2,396.2",,"8,037.4",,
IL,Rockford Mass Transit District (RMTD),5058,B,DR,PT,5,7.0,,0.0,,62.4,,62.4,,5.0,,5.0,,21.6,,86.6,,
IL,Rockford Mass Transit District (RMTD),5058,B,DR,DO,14,29.0,,0.0,,417.3,,359.9,,29.1,,25.7,,76.7,,559.7,,
IL,Rockford Mass Transit District (RMTD),5058,B,MB,DO,27,39.0,,"1,237.7",,"1,252.9",,"1,252.9",,91.2,,91.2,,"1,498.2",,"5,168.8",,
,,,,Total,,46,75.0,,"1,237.7",,"1,732.5",,"1,675.2",,125.3,,121.9,,"1,596.5",,"5,815.0",,
IL,Springfield Mass Transit District (SMTD),5059,A,DR,DO,16,19.0,,0.0,,309.0,,278.0,,23.7,,22.2,,48.4,,240.9,,
IL,Springfield Mass Transit District (SMTD),5059,A,MB,DO,50,53.0,,"1,190.2",,"1,263.6",,"1,179.2",,102.3,,96.4,,"1,275.3",,"3,580.8",,
,,,,Total,,66,72.0,,"1,190.2",,"1,572.6",,"1,457.2",,126.0,,118.6,,"1,323.6",,"3,821.7",,
IN,Bloomington Public Transportation Corporation (BT),5110,B,DR,PT,9,11.0,,0.0,,244.9,,208.5,,23.2,,20.1,,35.4,,113.7,,
IN,Bloomington Public Transportation Corporation (BT),5110,B,MB,DO,29,38.0,,905.8,,950.7,,905.4,,84.3,,81.0,,"2,570.7",,"7,609.1",,
,,,,Total,,38,49.0,,905.8,,"1,195.6",,"1,113.9",,107.6,,101.1,,"2,606.1",,"7,722.8",,
IN,City of Anderson Transportation System (CATS),5041,A,DR,DO,5,8.0,,0.0,,125.4,,119.6,,9.8,,9.5,,24.9,,115.2,,
IN,City of Anderson Transportation System (CATS),5041,A,MB,DO,6,7.0,,282.3,,280.6,,270.2,,21.9,,21.6,,150.1,,600.5,,
,,,,Total,,11,15.0,,282.3,,406.0,,389.8,,31.8,,31.0,,175.0,,715.6,,
IN,City of Kokomo (COK),5145,B,DR,DO,11,12.0,,0.0,,183.9,,155.9,,19.2,,17.3,,47.3,,190.1,,
IN,City of Kokomo (COK),5145,B,DR,PT,14,16.0,,0.0,,710.8,,564.9,,62.6,,56.2,,134.1,,648.5,,
,,,,Total,,25,28.0,,0.0,,894.7,,720.8,,81.7,,73.5,,181.4,,838.6,,
IN,East Chicago Transit (ECT),5042,A,DR,DO,1,2.0,,0.0,,34.6,Q,20.6,Q,3.2,Q,1.4,Q,6.3,Q,20.6,Q,
IN,East Chicago Transit (ECT),5042,A,MB,DO,4,6.0,,218.6,,198.2,Q,189.1,Q,8.6,Q,8.0,Q,270.0,Q,190.5,Q,
,,,,Total,,5,8.0,,218.6,,232.8,,209.7,,11.9,,9.3,,276.3,,211.1,,
IN,Fort Wayne Public Transportation Corporation (Citilink),5044,A,DR,DO,10,12.0,,0.0,,326.6,Q,274.0,Q,21.3,Q,18.9,Q,48.7,,403.1,,
IN,Fort Wayne Public Transportation Corporation (Citilink),5044,A,MB,DO,31,38.0,,"1,581.6",,"1,665.7",,"1,579.5",,118.9,,113.9,,"1,934.7",,"6,224.5",,
,,,,Total,,41,50.0,,"1,581.6",,"1,992.3",,"1,853.5",,140.2,,132.8,,"1,983.4",,"6,627.5",,
IN,Gary Public Transportation Corporation (GPTC),5045,A,DR,DO,3,4.0,,0.0,,107.7,Q,60.8,Q,4.9,Q,3.4,Q,16.7,Q,75.1,Q,
IN,Gary Public Transportation Corporation (GPTC),5045,A,MB,DO,17,23.0,,952.0,,0.0,N,776.6,Q,59.4,Q,59.4,Q,928.7,Q,"1,080.6",Q,
,,,,Total,,20,27.0,,952.0,,107.7,Q,837.4,,64.4,,62.8,,945.3,,"1,155.7",,
IN,Greater Lafayette Public Transportation Corporation (CityBus),5051,A,DR,DO,5,6.0,,0.0,,82.0,,66.1,,6.7,,5.9,,18.2,,65.0,,
IN,Greater Lafayette Public Transportation Corporation (CityBus),5051,A,MB,DO,54,62.0,,"1,406.6",,"1,569.7",,"1,405.2",,133.4,,124.7,,"4,646.7",,"15,186.7",,
,,,,Total,,59,68.0,,"1,406.6",,"1,651.7",,"1,471.3",,140.1,,130.5,,"4,664.9",,"15,251.7",,
IN,Hammond Transit System (HTS),5102,B,DR,PT,8,22.0,,0.0,,19.8,,19.8,,1.6,,1.6,,6.9,,19.8,,
IN,Hammond Transit System (HTS),5102,B,MB,PT,11,18.0,,448.3,,493.1,,452.7,,33.2,,28.0,,412.8,,"1,904.3",,
,,,,Total,,19,40.0,,448.3,,513.0,,472.5,,34.8,,29.5,,419.7,,"1,924.1",,
IN,Indianapolis and Marion County Public Transportation (IndyGo),5050,B,DR,DO,32,37.0,,0.0,,"1,433.5",,"1,204.7",,84.4,,70.2,,117.3,,"1,204.9",,
IN,Indianapolis and Marion County Public Transportation (IndyGo),5050,B,DR,PT,42,45.0,,0.0,,"2,530.7",,"2,043.3",,133.7,,113.0,,186.5,,"2,042.7",,
IN,Indianapolis and Marion County Public Transportation (IndyGo),5050,B,MB,DO,123,150.0,,"6,047.9",,"6,809.0",,"6,030.3",,468.0,,434.2,,"9,086.7",,"43,746.9",,
IN,Indianapolis and Marion County Public Transportation (IndyGo),5050,B,MB,PT,7,9.0,,102.5,,115.9,,102.5,,4.2,,3.6,,18.5,,313.0,,
,,,,Total,,204,241.0,,"6,150.4",,"10,889.2",,"9,380.7",,690.3,,621.0,,"9,409.1",,"47,307.4",,
IN,Metropolitan Evansville Transit System (METS),5043,A,DR,DO,10,14.0,,0.0,,294.3,Q,255.6,Q,20.8,Q,19.4,Q,60.2,,255.3,,
IN,Metropolitan Evansville Transit System (METS),5043,A,MB,DO,23,33.0,,"1,149.8",,"1,225.5",Q,"1,143.6",Q,102.6,Q,97.9,Q,"1,643.2",,"2,464.8",,
,,,,Total,,33,47.0,,"1,149.8",,"1,519.8",,"1,399.2",,123.4,,117.2,,"1,703.4",,"2,720.1",,
IN,Michiana Area Council of Governments (MACOG),5149,B,DR,PT,31,31.0,,0.0,,354.6,,312.4,,21.7,,20.5,,136.1,,381.0,,
IN,Michiana Area Council of Governments (MACOG),5149,B,MB,PT,7,8.0,,431.4,,483.2,,431.3,,28.4,,26.8,,180.4,,"1,127.9",,
,,,,Total,,38,39.0,,431.4,,837.8,,743.7,,50.2,,47.4,,316.5,,"1,508.9",,
IN,Muncie Indiana Transit System (MITS),5054,A,DR,DO,9,14.0,,0.0,,358.9,,315.2,,31.0,,27.6,,84.3,,265.6,,
IN,Muncie Indiana Transit System (MITS),5054,A,MB,DO,27,34.0,,879.0,,970.3,,890.5,,71.1,,63.6,,"2,008.9",,"5,567.6",,
,,,,Total,,36,48.0,,879.0,,"1,329.2",,"1,205.7",,102.1,,91.2,,"2,093.2",,"5,833.3",,
IN,North Township of Lake County Dial-A-Ride,5103,A,DR,DO,4,5.0,,0.0,,73.5,,43.9,,6.0,,4.6,,13.3,,87.3,,
IN,Northern Indiana Commuter Transportation District (NICTD),5104,A,CR,DO,66,68.0,,"3,363.4",,"3,958.7",,"3,391.3",,109.5,,95.4,,"4,245.9",,"119,310.4",,
IN,Northwest Indiana Community Action Corporation (NWICA),5048,A,DR,DO,20,24.0,,0.0,,891.1,,793.1,,71.3,,66.3,,99.0,,"1,842.8",,
IN,"Opportunity Enterprises, Inc. (OE)",5131,E,DR,DO,15,18.0,,0.0,,277.2,,252.9,,24.1,,22.6,,80.1,,213.0,,
IN,"Porter County Agency and Community Services, Inc. (PCACS)",5179,A,DR,DO,6,8.0,,0.0,,88.6,,84.2,,5.9,,5.0,,9.9,,121.7,,
IN,South Bend Public Transportation Corporation (Transpo),5052,A,DR,DO,8,9.0,,0.0,,209.9,,183.1,,15.8,,13.9,,34.5,,250.5,,
IN,South Bend Public Transportation Corporation (Transpo),5052,A,MB,DO,49,56.0,,"1,754.1",,"1,875.6",,"1,777.5",,135.2,,126.7,,"3,480.5",,"12,372.2",,
,,,,Total,,57,65.0,,"1,754.1",,"2,085.5",,"1,960.6",,150.9,,140.6,,"3,515.1",,"12,622.7",,
IN,"South Lake County Community Services, Inc. (SLCCS)",5167,E,DR,DO,4,5.0,,0.0,,103.3,,90.7,,6.7,,6.2,,13.3,,103.9,,
IN,Terre Haute Transit Utility (THTU),5053,A,DR,DO,2,3.0,,0.0,,72.2,,51.6,,7.9,,6.7,,18.4,,107.7,,
IN,Terre Haute Transit Utility (THTU),5053,A,MB,DO,11,12.0,,377.0,,413.9,,334.1,,35.8,,30.9,,210.2,,365.9,,
,,,,Total,,13,15.0,,377.0,,486.1,,385.7,,43.7,,37.6,,228.6,,473.5,,
KS,City of Lawrence - Lawrence Transit System,7033,B,DR,PT,11,14.0,,0.0,,306.2,,280.0,,25.8,,23.9,,57.5,,246.4,,
KS,City of Lawrence - Lawrence Transit System,7033,B,MB,PT,10,12.0,,564.4,,589.7,,564.5,,44.4,,42.8,,388.3,,"1,198.8",,
,,,,Total,,21,26.0,,564.4,,895.9,,844.6,,70.2,,66.7,,445.8,,"1,445.1",,
KS,"Johnson County Kansas, aka: Johnson County Transit (The JO)",7035,B,DR,PT,35,42.0,,0.0,,961.3,,699.1,,51.4,,41.0,,101.7,,"1,023.2",,
KS,"Johnson County Kansas, aka: Johnson County Transit (The JO)",7035,B,MB,PT,40,43.0,,967.5,,"1,514.7",,967.5,,67.0,,50.0,,388.4,,"6,434.2",,
,,,,Total,,75,85.0,,967.5,,"2,475.9",,"1,666.7",,118.5,,91.0,,490.1,,"7,457.4",,
KS,Parking & Transit Department,7044,B,MB,PT,4,5.0,,76.5,,79.4,Q,78.6,Q,8.2,Q,7.6,Q,268.8,,371.7,,
KS,Topeka Metropolitan Transit Authority (Topeka Transit - TMTA),7014,B,DR,DO,13,15.0,,0.0,,360.3,,308.2,,21.7,,19.7,,59.4,,426.4,,
KS,Topeka Metropolitan Transit Authority (Topeka Transit - TMTA),7014,B,DR,PT,23,32.0,,0.0,,210.1,,210.1,Q,9.5,,9.5,Q,50.2,,263.1,,
KS,Topeka Metropolitan Transit Authority (Topeka Transit - TMTA),7014,B,MB,DO,30,36.0,,996.8,,984.2,,930.0,,71.8,,69.3,,"1,602.8",,"5,449.6",,
,,,,Total,,66,83.0,,996.8,,"1,554.6",,"1,448.3",,103.1,,98.5,,"1,712.5",,"6,139.1",,
KS,Wichita Transit (WT),7015,B,DR,DO,17,23.0,,0.0,,788.7,,670.4,,39.2,,33.3,,78.5,,630.2,,
KS,Wichita Transit (WT),7015,B,DR,PT,102,102.0,,0.0,,"1,399.0",Q,"1,121.7",Q,77.9,Q,66.3,Q,239.7,Q,"1,092.8",Q,
KS,Wichita Transit (WT),7015,B,MB,DO,39,51.0,,"1,166.0",,"1,685.0",Q,"1,444.7",Q,108.7,Q,98.8,Q,"1,973.0",,"9,351.9",,
,,,,Total,,158,176.0,,"1,166.0",,"3,872.7",,"3,236.8",,225.9,,198.4,,"2,291.1",,"11,074.9",,
KY,Lexington Transit Authority (LexTran),4017,B,DR,PT,18,21.0,,0.0,,"1,008.9",,940.5,,69.5,,65.4,,128.9,,766.8,,
KY,Lexington Transit Authority (LexTran),4017,B,MB,DO,43,51.0,,"2,032.9",,"2,120.3",,"2,029.9",,175.2,,169.4,,"5,422.6",,"17,226.1",,
,,,,Total,,61,72.0,,"2,032.9",,"3,129.2",,"2,970.5",,244.7,,234.8,,"5,551.5",,"17,992.9",,
KY,Transit Authority of Northern Kentucky (TANK),4019,A,DR,DO,21,27.0,,0.0,,938.3,,812.4,,52.0,,46.6,,97.8,,879.3,,
KY,Transit Authority of Northern Kentucky (TANK),4019,A,MB,DO,81,101.0,,"2,717.1",,"3,552.2",,"2,796.7",,233.8,,202.5,,"3,622.0",,"18,377.5",,
,,,,Total,,102,128.0,,"2,717.1",,"4,490.5",,"3,609.1",,285.7,,249.0,,"3,719.9",,"19,256.8",,
KY,Transit Authority of River City (TARC),4018,B,DR,DO,4,5.0,,0.0,,97.3,,68.5,,6.9,Q,3.1,Q,19.2,,293.8,,
KY,Transit Authority of River City (TARC),4018,B,DR,PT,78,83.0,,0.0,,"4,581.7",,"3,992.8",,290.7,,251.1,,377.2,,"3,982.5",,
KY,Transit Authority of River City (TARC),4018,B,MB,PT,7,9.0,,184.2,,251.0,,184.2,,16.1,,12.0,,105.9,,319.9,,
KY,Transit Authority of River City (TARC),4018,B,MB,DO,190,206.0,,"7,442.7",,"8,330.2",,"7,442.0",,639.3,,607.6,,"15,181.7",,"58,762.6",,
,,,,Total,,279,303.0,,"7,626.9",,"13,260.2",,"11,687.5",,953.1,,873.8,,"15,684.0",,"63,358.8",,
LA,Capital Area Transit System (CATS),6022,B,DR,PT,15,15.0,,0.0,,456.3,,403.6,,35.1,,30.8,,53.1,,317.5,,
LA,Capital Area Transit System (CATS),6022,B,MB,DO,67,73.0,,"2,809.3",,"2,807.9",,"2,766.3",,192.1,,189.7,,"4,022.1",,"16,690.1",,
,,,,Total,,82,88.0,,"2,809.3",,"3,264.2",,"3,169.9",,227.2,,220.5,,"4,075.2",,"17,007.6",,
LA,City of Alexandria (Atrans),6025,A,DR,DO,3,4.0,,0.0,,128.0,,122.4,,7.8,,7.1,,16.8,,79.4,,
LA,City of Alexandria (Atrans),6025,A,MB,DO,8,14.0,,455.7,,465.8,Q,455.1,,31.4,,30.8,,691.6,,"2,811.7",,
,,,,Total,,11,18.0,,455.7,,593.8,,577.5,,39.2,,37.9,,708.4,,"2,891.0",,
LA,City of Monroe Transit System (MTS),6026,A,DR,DO,2,3.0,,0.0,,76.8,Q,74.5,,6.7,,6.4,,10.5,,47.6,,
LA,City of Monroe Transit System (MTS),6026,A,MB,DO,14,21.0,,651.4,,656.8,,647.3,,46.5,,45.9,,"1,137.4",,"10,702.9",,
,,,,Total,,16,24.0,,651.4,,733.5,,721.8,,53.2,,52.3,,"1,147.9",,"10,750.5",,
LA,Crescent City Connection Division - Louisiana Department of Transportation (CCCD),6020,C,FB,DO,3,6.0,,29.7,,28.1,,28.1,,14.0,,14.0,,"1,681.8",,840.9,,
LA,Jefferson Parish Department of Transit Administration (Jet),6088,B,DR,PT,12,16.0,,0.0,,392.0,,347.8,,37.6,,32.3,,58.4,,444.7,,
LA,Jefferson Parish Department of Transit Administration (Jet),6088,B,MB,PT,27,52.0,,"1,165.9",,"1,255.9",,"1,165.4",,82.6,,78.4,,"1,943.3",,"9,603.9",,
,,,,Total,,39,68.0,,"1,165.9",,"1,647.9",,"1,513.1",,120.3,,110.8,,"2,001.8",,"10,048.5",,
LA,Lafayette Transit System (LTS),6038,B,DR,PT,5,6.0,,0.0,,224.8,,192.9,,15.8,,14.0,Q,37.6,Q,209.5,Q,
LA,Lafayette Transit System (LTS),6038,B,MB,PT,4,6.0,,92.4,,100.4,,89.2,,5.8,,5.2,,36.3,,551.3,,
LA,Lafayette Transit System (LTS),6038,B,MB,DO,13,19.0,,624.6,,620.7,Q,546.9,Q,43.9,Q,40.6,Q,"1,525.0",,"6,398.3",,
,,,,Total,,22,31.0,,717.0,,945.8,,829.0,,65.5,,59.9,,"1,599.0",,"7,159.1",,
LA,New Orleans Regional Transit Authority (NORTA),6032,A,DR,DO,20,35.0,,0.0,,479.0,,409.3,,48.9,,40.6,,70.5,,530.6,,
LA,New Orleans Regional Transit Authority (NORTA),6032,A,LR,DO,19,30.0,,238.6,,238.6,,226.1,,41.6,,40.3,,"1,378.9",,"1,622.2",,
LA,New Orleans Regional Transit Authority (NORTA),6032,A,MB,DO,59,162.0,,"3,374.7",,"3,598.1",,"3,374.7",,290.4,,241.3,,"7,262.7",,"19,718.8",,
,,,,Total,,98,227.0,,"3,613.2",,"4,315.7",,"4,010.0",,380.9,,322.2,,"8,712.2",,"21,871.6",,
LA,Shreveport Area Transit System (SporTran),6024,B,DR,PT,9,12.0,,0.0,,469.1,,427.3,,32.0,,29.3,,39.4,,375.3,,
LA,Shreveport Area Transit System (SporTran),6024,B,MB,DO,37,45.0,,"2,325.8",,"2,384.8",,"2,325.2",,153.4,,150.8,,"3,381.9",,"16,988.2",,
,,,,Total,,46,57.0,,"2,325.8",,"2,853.9",,"2,752.5",,185.3,,180.1,,"3,421.3",,"17,363.6",,
MA, Brockton Area Transit Authority (BAT),1004,B,DR,PT,35,40.0,,0.0,,845.4,,775.2,,77.7,,72.5,,196.0,,"1,150.3",,
MA, Brockton Area Transit Authority (BAT),1004,B,MB,PT,46,49.0,,"1,450.2",,"1,478.8",,"1,384.5",,128.0,,122.2,,"2,711.8",,"13,369.0",,
,,,,Total,,81,89.0,,"1,450.2",,"2,324.2",,"2,159.7",,205.7,,194.6,,"2,907.7",,"14,519.3",,
MA,Berkshire Regional Transit Authority (BRTA),1007,B,DR,PT,26,49.0,,0.0,,321.9,,312.5,,38.9,,37.8,,53.8,,332.6,,
MA,Berkshire Regional Transit Authority (BRTA),1007,B,MB,PT,16,23.0,,830.4,,895.7,,829.8,,46.8,,43.6,,489.2,,"2,763.1",,
,,,,Total,,42,72.0,,830.4,,"1,217.6",,"1,142.3",,85.7,,81.4,,543.0,,"3,095.7",,
MA,Cape Ann Transportation Authority (CATA),1053,B,DR,PT,7,11.0,,0.0,,165.5,,160.6,,12.7,,11.8,,36.3,,178.1,,
MA,Cape Ann Transportation Authority (CATA),1053,B,MB,PT,14,18.0,,323.5,,347.9,,323.5,,24.1,,20.5,,256.7,,"1,206.4",,
,,,,Total,,21,29.0,,323.5,,513.4,,484.1,,36.8,,32.3,,293.0,,"1,384.5",,
MA,Cape Cod Regional Transit Authority (CCRTA),1105,B,DR,PT,56,59.0,,0.0,,"2,992.0",,"2,493.3",,152.0,,131.0,,359.2,,"2,478.3",,
MA,Cape Cod Regional Transit Authority (CCRTA),1105,B,MB,PT,33,36.0,,985.8,,"1,051.7",,956.1,,87.9,,80.6,,419.2,,"4,440.1",,
,,,,Total,,89,95.0,,985.8,,"4,043.7",,"3,449.4",,239.9,,211.7,,778.4,,"6,918.4",,
MA,Greater Attleboro-Taunton Regional Transit Authority (GATRA),1064,B,DR,PT,44,49.0,,0.0,,"1,128.3",,970.1,,85.1,,76.5,,186.7,,"1,108.2",,
MA,Greater Attleboro-Taunton Regional Transit Authority (GATRA),1064,B,MB,PT,49,51.0,,"1,842.3",,"1,961.8",,"1,839.4",,88.0,,81.7,,717.8,,"10,681.2",,
,,,,Total,,93,100.0,,"1,842.3",,"3,090.1",,"2,809.5",,173.1,,158.1,,904.5,,"11,789.4",,
MA,Lowell Regional Transit Authority (LRTA),1005,B,DR,PT,25,28.0,,0.0,,517.5,,448.2,,43.6,,38.5,,98.7,,444.1,,
MA,Lowell Regional Transit Authority (LRTA),1005,B,MB,DO,40,46.0,,"1,130.2",,"1,189.1",,"1,130.0",,79.3,,75.4,,"1,253.8",,"3,798.8",,
,,,,Total,,65,74.0,,"1,130.2",,"1,706.6",,"1,578.2",,122.8,,113.9,,"1,352.5",,"4,242.8",,
MA,Massachusetts Bay Transportation Authority (MBTA),1003,B,CR,DO,388,451.0,,"22,836.2",,"23,254.4",,"22,747.0",,728.6,,714.9,,"38,815.8",,"790,800.6",,
MA,Massachusetts Bay Transportation Authority (MBTA),1003,B,DR,PT,453,519.0,,0.0,,"15,713.6",,"13,249.0",,"1,224.7",,"1,024.6",,"1,584.4",,"20,487.9",,
MA,Massachusetts Bay Transportation Authority (MBTA),1003,B,FB,PT,9,12.0,,315.5,,318.7,,315.5,,21.9,,21.1,,"1,390.5",,"12,874.4",,
MA,Massachusetts Bay Transportation Authority (MBTA),1003,B,HR,DO,320,408.0,,"19,526.5",,"21,543.6",Q,"21,063.7",,"1,505.0",Q,"1,464.3",,"143,666.8",,"514,157.8",,
MA,Massachusetts Bay Transportation Authority (MBTA),1003,B,LR,DO,150,197.0,,"5,855.1",,"5,772.6",,"5,736.8",,578.1,,572.2,,"70,165.6",,"176,196.5",,
MA,Massachusetts Bay Transportation Authority (MBTA),1003,B,MB,DO,768,"1,107.0",,"23,933.2",,"27,884.3",,"24,646.5",,"2,648.0",,"2,374.1",,"97,496.9",,"201,299.3",,
MA,Massachusetts Bay Transportation Authority (MBTA),1003,B,MB,PT,57,75.0,,"1,803.2",,"2,159.4",,"1,809.3",,113.8,,101.4,,"1,471.6",,"13,222.1",,
MA,Massachusetts Bay Transportation Authority (MBTA),1003,B,TB,DO,22,33.0,,698.2,,705.7,,698.4,,73.3,,72.4,,"2,987.5",,"5,947.7",,
,,,,Total,,"2,167","2,802.0",,"74,967.8",,"97,352.2",,"90,266.1",,"6,893.4",,"4,339.1",,"357,579.0",,"1,734,986.3",,
MA,Merrimack Valley Regional Transit Authority (MVRTA),1013,B,DR,PT,18,21.0,,0.0,,494.0,,384.6,,34.3,,28.1,,46.7,,295.5,,
MA,Merrimack Valley Regional Transit Authority (MVRTA),1013,B,MB,PT,44,49.0,,"1,489.6",,"1,718.6",,"1,489.6",,116.0,,109.7,,"2,014.0",,"9,086.9",,
,,,,Total,,62,70.0,,"1,489.6",,"2,212.6",,"1,874.2",,150.3,,137.8,,"2,060.7",,"9,382.3",,
MA,Montachusett Regional Transit Authority (MART),1061,B,DR,PT,113,130.0,,0.0,,"1,318.8",,"1,318.8",,120.7,,120.7,,378.6,,"3,332.6",,
MA,Montachusett Regional Transit Authority (MART),1061,B,MB,PT,25,31.0,,811.2,,845.0,,826.3,,69.7,,68.3,,637.2,,"3,810.4",,
,,,,Total,,138,161.0,,811.2,,"2,163.8",,"2,145.1",,190.4,,189.1,,"1,015.8",,"7,143.0",,
MA,Pioneer Valley Transit Authority (PVTA),1008,B,DR,PT,91,163.0,,0.0,,"3,520.5",,"3,333.6",Q,224.7,,191.8,,299.5,,"2,174.8",,
MA,Pioneer Valley Transit Authority (PVTA),1008,B,MB,PT,181,197.0,,"4,176.4",,"4,481.6",,"4,213.2",,338.4,,321.5,,"10,214.4",,"34,587.0",,
,,,,Total,,272,360.0,,"4,176.4",,"8,002.2",,"7,546.8",,563.1,,513.3,,"10,513.9",,"36,761.8",,
MA,Southeastern Regional Transit Authority (SRTA),1006,B,DR,PT,17,20.0,,0.0,,507.1,,452.7,,48.6,,44.7,,93.1,,595.7,,
MA,Southeastern Regional Transit Authority (SRTA),1006,B,MB,PT,49,61.0,,"1,230.5",,"1,287.4",,"1,221.5",,100.6,,95.6,,"1,577.6",,"4,259.6",,
,,,,Total,,66,81.0,,"1,230.5",,"1,794.5",,"1,674.2",,149.2,,140.3,,"1,670.7",,"4,855.3",,
MA,Worcester Regional Transit Authority (WRTA),1014,B,DR,PT,71,96.0,,0.0,,"1,503.9",,"1,389.2",,104.2,,96.1,,228.1,,"1,642.9",,
MA,Worcester Regional Transit Authority (WRTA),1014,B,DR,DO,18,29.0,,0.0,,229.8,,219.2,,19.5,,18.5,,51.5,,213.6,,
MA,Worcester Regional Transit Authority (WRTA),1014,B,MB,DO,39,46.0,,"1,559.6",,"1,657.2",,"1,557.1",,142.4,,135.6,,"3,041.2",,"7,511.7",,
,,,,Total,,128,171.0,,"1,559.6",,"3,391.0",,"3,165.4",,266.1,,250.2,,"3,320.8",,"9,368.2",,
MD,Allegany County Transit (ACT),3041,A,DR,DO,8,11.0,,0.0,,388.8,,348.2,,22.0,,19.0,,34.2,,463.1,,
MD,Allegany County Transit (ACT),3041,A,MB,DO,8,10.0,,265.3,,255.9,,246.5,,17.9,,17.4,,298.3,,"2,589.4",,
,,,,Total,,16,21.0,,265.3,,644.7,,594.7,,39.9,,36.3,,332.5,,"3,052.6",,
MD,Annapolis Department of Transportation (Annapolis Transit),3040,A,MB,DO,25,27.0,,852.0,,936.6,,875.5,,67.4,,63.7,,"1,534.5",,"5,416.8",,
MD,Carroll County Planning Department (CATS),3092,B,DR,PT,30,31.0,,0.0,,830.5,,722.9,,67.8,,59.4,,134.7,,822.8,,
MD,Carroll County Planning Department (CATS),3092,B,MB,PT,3,6.0,,75.0,,83.3,,77.1,,6.0,,5.7,,11.9,,61.2,,
,,,,Total,,33,37.0,,75.0,,913.8,,799.9,,73.8,,65.1,,146.6,,884.0,,
MD,"County Commissioners of Charles County, MD (DCS  VanGO)",3088,B,DR,PT,13,18.0,,0.0,,449.7,Q,378.9,Q,19.6,Q,11.9,Q,31.1,Q,286.0,Q,
MD,"County Commissioners of Charles County, MD (DCS  VanGO)",3088,B,MB,PT,14,24.0,,859.4,,899.9,Q,853.8,Q,55.0,Q,46.3,Q,448.1,Q,"3,426.1",Q,
,,,,Total,,27,42.0,,859.4,,"1,349.6",,"1,232.6",,74.6,,58.2,,479.2,,"3,712.1",,
MD,Harford Transit (HT),3074,A,DR,DO,11,17.0,,0.0,,314.2,,272.9,,18.0,,16.7,,38.8,,337.8,,
MD,Harford Transit (HT),3074,A,MB,DO,13,21.0,,487.7,,530.8,,488.7,,27.0,,25.2,,253.4,,"1,099.7",,
,,,,Total,,24,38.0,,487.7,,844.9,,761.5,,45.0,,41.9,,292.2,,"1,437.5",,
MD,Howard Transit (HT),3048,B,DR,PT,19,24.0,,0.0,,718.7,Q,622.0,Q,60.8,Q,39.7,Q,76.6,,594.2,,
MD,Howard Transit (HT),3048,B,MB,PT,18,25.0,,"1,103.9",,"1,222.8",Q,"1,048.7",Q,72.6,Q,69.3,Q,747.5,,"5,427.3",,
,,,,Total,,37,49.0,,"1,103.9",,"1,941.5",,"1,670.7",,133.4,,109.0,,824.0,,"6,021.5",,
