State,Name, Org,Mode,Vehicles Operated in Maximum Service,,Vehicles Available for Maximum Service,,Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Actual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Annual Unlinked Passenger Trips,,Annual Passenger Miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,132,,215,,"4,320.4 ",,"5,739.8 ",,"4,211.9 ",,240.4 ,,190.9 ,,"2,134.3 ",,"48,242.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,TB,23,,40,,672.4 ,,716.7 ,,710.5 ,,75.4 ,,74.8 ,,"3,435.9 ",,"7,706.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,"2,159",,"2,769",,"74,097.2 ",,"92,160.7 ",,"84,720.5 ",,"5,635.6 ",,"5,103.5 ",,"354,860.3 ",,"1,677,781.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Merrimack Valley RTA,1013-B,DRp,25,,31,,0.0 ,,413.8 ,,413.8 ,,59.1 ,,59.1 ,,76.6 ,,413.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,40,,51,,"1,637.2 ",,"1,559.3 ",,"1,465.7 ",,115.7 ,,108.8 ,,"1,667.4 ",,"6,319.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,65,,82,,"1,637.2 ",,"1,973.1 ",,"1,879.5 ",,174.8 ,,167.9 ,,"1,744.0 ",,"6,733.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Montachusett RTA,1061-B,DRp,88,,125,,0.0 ,,"1,285.1 ",,"1,285.1 ",,82.9 ,,82.9 ,,757.5 ,,"6,455.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,27,,34,,753.0 ,,783.2 ,,753.0 ,,69.1 ,,66.9 ,,768.0 ,,"4,648.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,115,,159,,753.0 ,,"2,068.3 ",,"2,038.0 ",,152.0 ,,149.8 ,,"1,525.5 ",,"11,103.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Pioneer Valley Trans Auth,1008-B,DRp,100,,100,,0.0 ,,"2,206.6 ",,"1,882.8 ",,186.8 ,,159.3 ,,416.1 ,,"2,890.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,40,,40,,917.9 ,,931.2 ,,905.0 ,,63.0 ,,59.8 ,,"2,262.3 ",,"5,051.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,140,,140,,917.9 ,,"3,137.8 ",,"2,787.8 ",,249.8 ,,219.1 ,,"2,678.4 ",,"7,942.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Southeastern RTA,1006-B,DRp,20,,25,,0.0 ,,557.1 ,,449.4 ,,34.2 ,,29.0 ,,77.8 ,,599.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,52,,78,,"1,432.1 ",,"1,514.2 ",,"1,431.3 ",,121.6 ,,117.9 ,,"2,525.8 ",,"6,344.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,72,,103,,"1,432.1 ",,"2,071.3 ",,"1,880.6 ",,155.7 ,,146.9 ,,"2,603.6 ",,"6,943.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Transit Express,1089-D,MB,116,,148,,"3,908.2 ",,"3,907.0 ",,"3,764.5 ",,320.2 ,,311.0 ,,"9,487.0 ",,"29,729.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Worcester Regional TA,1014-B,DR,22,,38,,0.0 ,,357.2 ,,322.7 ,,32.2 ,,29.0 ,,74.5 ,,300.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,124,,140,,0.0 ,,"1,716.0 ",,"1,561.5 ",,126.0 ,,114.7 ,,262.4 ,,"1,780.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,45,,54,,"2,160.8 ",,"2,276.4 ",,"2,160.4 ",,186.5 ,,176.8 ,,"4,496.0 ",,"11,348.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,191,,232,,"2,160.8 ",,"4,349.5 ",,"4,044.7 ",,344.7 ,,320.4 ,,"4,832.9 ",,"13,429.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,Annapolis Parking/Trans,3040-A,DR,4,,4,,0.0 ,,208.1 ,,172.6 ,,15.6 ,,13.0 ,,191.8 ,,805.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,14,,14,,323.7 ,,350.8 ,,320.5 ,,26.7 ,,24.1 ,,881.5 ,,"2,864.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,18,,18,,323.7 ,,558.9 ,,493.2 ,,42.4 ,,37.2 ,,"1,073.4 ",,"3,670.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,Frederick County Transit,3072-A,DR,15,,21,,0.0 ,,442.4 ,,364.8 ,,24.9 ,,23.7 ,,62.5 ,,638.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,7,,11,,299.7 ,,308.3 ,,299.7 ,,25.5 ,,25.0 ,,225.8 ,,"1,262.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,22,,32,,299.7 ,,750.7 ,,664.6 ,,50.4 ,,48.7 ,,288.3 ,,"1,900.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,Harford County Transp Svc,3074-A,DR,9,,16,,0.0 ,,238.5 ,,238.5 ,,17.9 ,,15.7 ,,21.9 ,,238.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,5,,12,,213.9 ,,237.0 ,,213.9 ,,14.2 ,,13.2 ,,99.6 ,,707.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,14,,28,,213.9 ,,475.6 ,,452.4 ,,32.1 ,,28.9 ,,121.5 ,,945.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,Howard Area Transit Svc,3048-B,DRp,19,,20,,0.0 ,,625.5 ,,625.5 ,,47.7 ,,47.7 ,,107.5 ,,"1,011.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,12,,18,,423.1 ,,445.8 ,Q,416.1 ,Q,28.5 ,Q,28.3 ,Q,184.5 ,Q,"1,843.7 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,31,,38,,423.1 ,,"1,071.3 ",Q,"1,041.6 ",Q,76.2 ,Q,76.0 ,Q,292.0 ,Q,"2,855.4 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,MTA-Maryland DOT,3034-C,CRp,110,,154,,"5,923.7 ",,"5,228.0 ",,"4,537.5 ",,130.0 ,,113.0 ,,"5,317.0 ",,"160,111.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DR,15,,22,,0.0 ,,490.4 ,,376.4 ,,47.9 ,,36.9 ,,94.9 ,,519.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,96,,96,,0.0 ,,"4,737.4 ",,"4,449.9 ",,344.1 ,,313.2 ,,556.8 ,,"3,625.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HR,66,,100,,"5,269.6 ",,"4,404.0 ",,"4,223.0 ",,177.0 ,,169.1 ,,"13,608.7 ",,"70,639.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LR,40,,53,,"4,729.4 ",,"2,770.8 ",,"2,736.4 ",,174.4 ,,172.1 ,,"8,490.4 ",,"59,171.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,649,,787,,"18,643.0 ",,"21,597.4 ",,"18,475.5 ",,"1,856.3 ",,"1,649.4 ",,"85,352.1 ",,"261,833.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,115,,115,,"2,346.7 ",,"3,198.0 ",,"2,352.6 ",,120.9 ,,87.8 ,,"1,595.8 ",,"46,446.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,"1,091",,"1,327",,"36,912.3 ",,"42,425.8 ",,"37,151.2 ",,"2,850.4 ",,"2,541.6 ",,"115,015.6 ",,"602,348.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,Montgomery Cnty Ride-On,3051-B,DRp,104,,104,,0.0 ,,"4,951.4 ",,"4,951.4 ",,307.0 ,,307.0 ,,357.0 ,,"4,951.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,180,,237,,"7,859.5 ",,"9,173.3 ",,"7,857.4 ",,677.0 ,,468.9 ,,"17,765.9 ",,"59,001.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,55,,55,,"1,966.6 ",,"2,020.8 ",Q,"1,965.0 ",Q,152.4 ,Q,115.0 ,Q,"2,610.6 ",,"7,649.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,339,,396,,"9,826.1 ",,"16,145.5 ",Q,"14,773.8 ",Q,"1,136.4 ",Q,890.9 ,Q,"20,733.5 ",,"71,602.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,Washington County TD,3042-A,MB,11,,14,,480.7 ,,484.6 ,,480.7 ,,29.5 ,,28.0 ,,290.7 ,,962.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,Casco Bay Island TD,1088-A,FB,4,,5,,74.7 ,,75.3 ,,75.1 ,,15.4 ,,15.3 ,,941.3 ,,"3,106.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,City of Bangor,1096-B,DRp,1,,1,,0.0 ,,0.3 ,,0.3 ,,0.0 ,,0.0 ,,0.1 ,,0.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,10,,14,,478.0 ,,499.4 ,,481.2 ,,31.4 ,,28.8 ,,411.7 ,,"1,635.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,11,,15,,478.0 ,,499.7 ,,481.5 ,,31.5 ,,28.8 ,,411.8 ,,"1,635.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,Greater Portland Transit,1016-A,MB,24,,28,,745.1 ,,765.5 ,,745.1 ,,68.8 ,,66.3 ,,"1,240.0 ",,"4,107.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,Regional Transp Program,1069-D,DR,29,,30,,0.0 ,,722.8 ,,463.0 ,,58.6 ,,35.0 ,,180.8 ,,"2,392.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,Western Maine Transp Svcs,1098-G,DR,19,,24,,0.0 ,,495.5 ,,477.1 ,,33.6 ,,31.9 ,,97.1 ,,614.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,6,,8,,169.4 ,,167.7 ,,160.6 ,,12.0 ,,11.3 ,,123.5 ,,309.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,25,,32,,169.4 ,,663.2 ,,637.7 ,,45.7 ,,43.2 ,,220.6 ,,923.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Ann Arbor Transp Auth,5040-B,DR,5,,8,,0.0 ,,114.3 ,,100.9 ,,14.5 ,,13.9 ,,20.1 ,,87.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,30,,35,,0.0 ,,"1,378.6 ",,"1,337.0 ",,94.5 ,,91.2 ,,231.0 ,,651.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,61,,73,,"2,394.9 ",,"2,558.9 ",,"2,393.6 ",,180.0 ,,172.4 ,,"4,274.1 ",,"14,258.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,96,,116,,"2,394.9 ",,"4,051.7 ",,"3,831.5 ",,289.0 ,,277.5 ,,"4,525.3 ",,"14,997.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Battle Creek Transit,5030-A,DR,9,,10,,0.0 ,,234.2 ,,176.1 ,,20.8 ,,18.9 ,,37.9 ,,194.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,13,,17,,469.1 ,,474.0 ,,459.6 ,,32.0 ,,30.5 ,,568.7 ,,"2,559.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,22,,27,,469.1 ,,708.1 ,,635.7 ,,52.8 ,,49.4 ,,606.6 ,,"2,753.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Bay Metropolitan TA,5029-A,DR,22,,27,,0.0 ,,665.2 ,,658.5 ,,37.0 ,,36.7 ,,112.7 ,,"1,171.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,23,,29,,824.0 ,,832.2 ,,823.9 ,,53.6 ,,53.1 ,,498.3 ,,"1,576.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,45,,56,,824.0 ,,"1,497.4 ",,"1,482.4 ",,90.6 ,,89.8 ,,611.0 ,,"2,747.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Blue Water Area Transp,5148-B,DR,10,,13,,0.0 ,,351.9 ,,343.7 ,,22.5 ,,21.7 ,,94.7 ,,242.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,61,,61,,0.0 ,,901.0 ,,901.0 ,,56.4 ,,56.4 ,,430.2 ,,643.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,8,,12,,368.9 ,,374.7 ,,368.9 ,,28.0 ,,27.4 ,,381.2 ,,"1,273.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,79,,86,,368.9 ,,"1,627.5 ",,"1,613.6 ",,106.9 ,,105.5 ,,906.2 ,,"2,158.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Capital Area Transp Auth,5036-B,DR,15,,18,,0.0 ,,415.7 ,,316.4 ,,34.8 ,,29.1 ,,56.0 ,,323.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,52,,70,,0.0 ,,"1,957.7 ",,"1,685.5 ",,127.9 ,,111.1 ,,378.7 ,,"3,510.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,77,,101,,"2,567.0 ",,"2,885.2 ",,"2,609.5 ",,200.1 ,,181.7 ,,"6,042.9 ",,"19,941.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,144,,189,,"2,567.0 ",,"5,258.6 ",,"4,611.4 ",,362.7 ,,322.0 ,,"6,477.6 ",,"23,775.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,City of Detroit DOT,5119-B,DRp,37,,44,,0.0 ,,"1,258.1 ",,871.0 ,,106.8 ,,79.7 ,,155.4 ,,"1,484.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,401,,516,,"18,629.8 ",,"19,693.3 ",,"17,320.6 ",,"1,570.2 ",,"1,511.4 ",,"43,887.0 ",,"198,925.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,438,,560,,"18,629.8 ",,"20,951.4 ",,"18,191.6 ",,"1,677.0 ",,"1,591.2 ",,"44,042.4 ",,"200,410.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,City of Holland,5147-B,DRp,10,,12,,0.0 ,,351.9 ,,351.9 ,,26.2 ,,26.2 ,,123.1 ,,351.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,6,,7,,87.4 ,,93.9 ,,87.4 ,,7.4 ,,7.2 ,,18.9 ,,87.4 ,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,16,,19,,87.4 ,,445.8 ,,439.3 ,,33.6 ,,33.3 ,,142.0 ,,439.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Detroit Transportation,5141-A,AG,7,,7,,380.9 ,,380.9 ,,380.9 ,,34.6 ,,34.6 ,,"1,485.9 ",,"1,783.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Interurban Transit,5033-B,DRp,90,,103,,0.0 ,,"2,872.3 ",,"2,503.1 ",,188.6 ,,166.7 ,,402.0 ,,"3,351.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,84,,98,,"2,950.5 ",,"3,093.0 ",,"2,950.5 ",,233.3 ,,221.8 ,,"4,172.4 ",,"14,060.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,6,,8,,156.5 ,,172.9 ,,156.5 ,,8.9 ,,8.6 ,,68.6 ,,464.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,180,,209,,"3,107.1 ",,"6,138.2 ",,"5,610.2 ",,430.8 ,,397.2 ,,"4,643.0 ",,"17,876.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Jackson Transp Auth,5034-A,DR,40,,59,,0.0 ,,934.9 ,,808.1 ,,53.7 ,,45.9 ,,127.1 ,,752.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,8,,11,,367.8 ,,364.4 ,,348.4 ,,28.5 ,,26.0 ,,593.6 ,,"1,964.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,48,,70,,367.8 ,,"1,299.3 ",,"1,156.5 ",,82.2 ,,71.9 ,,720.7 ,,"2,717.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Kalamazoo Metro Trans Sys,5035-B,DRp,8,,8,,0.0 ,,271.3 ,Q,79.6 ,Q,18.3 ,Q,11.9 ,Q,18.9 ,,77.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,30,,40,,"1,538.2 ",,"1,559.2 ",,"1,538.2 ",,112.7 ,,111.4 ,,"2,107.5 ",,"5,879.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,38,,48,,"1,538.2 ",,"1,830.4 ",Q,"1,617.8 ",Q,131.0 ,Q,123.3 ,Q,"2,126.4 ",,"5,957.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Mass Transportation Auth,5032-A,DR,86,,131,,0.0 ,,"3,567.4 ",,"3,198.3 ",,239.4 ,,223.2 ,,485.0 ,,"4,413.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,196,,236,,"3,963.0 ",,"4,464.1 ",,"3,963.0 ",,270.8 ,,259.0 ,,"6,565.0 ",,"25,729.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,282,,367,,"3,963.0 ",,"8,031.5 ",,"7,161.3 ",,510.2 ,,482.3 ,,"7,050.0 ",,"30,142.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Muskegon Area Transit Sys,5037-A,DR,2,,4,,0.0 ,,118.1 ,,58.7 ,,6.4 ,,4.4 ,,11.8 ,,65.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,12,,18,,474.8 ,,515.4 ,,474.4 ,,37.5 ,,34.9 ,,486.7 ,,"2,009.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,14,,22,,474.8 ,,633.5 ,,533.1 ,,43.9 ,,39.3 ,,498.5 ,,"2,074.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Niles Dial-A-Ride,5038-B,DRp,8,,9,,0.0 ,,240.1 ,,239.8 ,,19.0 ,,18.7 ,,94.9 ,,240.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Suburban Mobility Auth RT,5031-B,DR,87,,128,,0.0 ,,"2,887.2 ",,"2,434.3 ",,203.0 ,,170.1 ,,500.9 ,,"3,150.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,38,,47,,0.0 ,,"1,032.5 ",,934.3 ,,74.8 ,,65.4 ,,369.6 ,,"2,223.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,240,,293,,"11,844.2 ",,"15,082.6 ",,"11,579.1 ",,785.3 ,,662.1 ,,"10,486.0 ",,"80,095.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,7,,9,,283.0 ,,287.9 ,,280.2 ,,21.0 ,,20.0 ,,241.8 ,,702.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,372,,477,,"12,127.1 ",,"19,290.2 ",,"15,227.8 ",,"1,084.2 ",,917.6 ,,"11,598.3 ",,"86,172.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,Twin Cities Area Transp,5132-A,DR,14,,17,,0.0 ,,359.3 ,,337.9 ,,31.8 ,,29.9 ,,141.8 ,,496.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,2,,3,,64.3 ,,64.3 ,,64.3 ,,3.9 ,,3.9 ,,27.8 ,,119.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,16,,20,,64.3 ,,423.6 ,,402.2 ,,35.7 ,,33.8 ,,169.6 ,,616.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MI,University of Michigan,5158-B,MB,30,,51,,867.6 ,,924.2 ,,860.3 ,,96.7 ,,93.4 ,,"4,176.4 ",,"9,754.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,City of Moorhead-Transi,5026-B,DRp,1,,2,,0.0 ,,21.3 ,,17.5 ,,2.2 ,,2.0 ,,4.3 ,,11.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,8,,10,,295.7 ,,315.1 ,,295.1 ,,20.9 ,,20.1 ,,321.6 ,,888.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,9,,12,,295.7 ,,336.4 ,,312.6 ,,23.1 ,,22.1 ,,326.0 ,,899.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,City of Rochester,5092-B,DRp,4,,5,,0.0 ,,155.7 ,,146.2 ,,10.5 ,,10.0 ,,43.1 ,,421.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,22,,35,,694.6 ,,781.5 ,,694.6 ,,58.1 ,,52.0 ,,"1,048.0 ",,"3,726.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,26,,40,,694.6 ,,937.2 ,,840.8 ,,68.6 ,,62.0 ,,"1,091.1 ",,"4,148.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Duluth Transit Authority,5025-B,DRp,6,,9,,0.0 ,,217.2 ,,204.1 ,,19.6 ,,18.2 ,,30.0 ,,173.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,60,,78,,"1,928.2 ",,"2,038.0 ",,"1,909.6 ",,148.4 ,,139.4 ,,"3,016.3 ",,"8,704.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,66,,87,,"1,928.2 ",,"2,255.2 ",,"2,113.7 ",,168.0 ,,157.6 ,,"3,046.4 ",,"8,878.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Metro Mobility,5155-B,DRp,218,,236,,0.0 ,,"8,835.9 ",,"7,592.6 ",,572.5 ,,494.7 ,,"1,015.2 ",,"11,238.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Metro Transit,5027-A,MB,785,,922,,"24,949.9 ",,"32,238.2 ",,"25,153.3 ",,"2,309.9 ",,"1,785.5 ",,"73,477.7 ",,"306,732.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,Metropolitan Council,5154-B,DRp,148,,259,,0.0 ,,"4,029.5 ",,"3,298.5 ",,274.0 ,,236.6 ,,710.2 ,,"5,132.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,154,,209,,"4,209.2 ",,"5,816.9 ",,"4,208.0 ",,331.4 ,,232.1 ,,"4,249.0 ",,"36,396.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,302,,468,,"4,209.2 ",,"9,846.4 ",,"7,506.5 ",,605.5 ,,468.7 ,,"4,959.2 ",,"41,529.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,St Cloud Metropln Transit,5028-B,DR,10,,15,,0.0 ,,339.2 ,,312.9 ,,27.1 ,,24.8 ,,97.0 ,,499.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,1,,12,,0.0 ,,11.2 ,,11.2 ,,0.7 ,,0.7 ,,3.2 ,,16.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,20,,28,,896.1 ,,930.5 ,,894.5 ,,67.1 ,,63.0 ,,"1,515.5 ",,"4,590.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,31,,55,,896.1 ,,"1,280.8 ",,"1,218.6 ",,94.9 ,,88.5 ,,"1,615.7 ",,"5,106.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Bi-State Development,7006-A,DR,58,,63,,0.0 ,,"4,111.2 ",,"3,558.4 ",,220.5 ,,188.0 ,,435.9 ,,"4,416.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LR,26,,41,,"2,528.7 ",,"2,550.8 ",,"2,528.5 ",,126.7 ,,101.4 ,,"14,165.8 ",,"95,327.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,504,,574,,"18,827.2 ",,"23,297.2 ",,"18,717.5 ",,"1,625.4 ",,"1,227.8 ",,"37,535.6 ",,"152,587.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,588,,678,,"21,355.8 ",,"29,959.1 ",,"24,804.4 ",,"1,972.6 ",,"1,517.2 ",,"52,137.3 ",,"252,330.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Columbia Area Transit Sys,7016-A,DR,4,,9,,0.0 ,,153.0 ,,143.3 ,,14.0 ,,12.9 ,,29.0 ,,148.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,9,,13,,383.3 ,,394.3 ,,381.8 ,,33.7 ,,31.8 ,,451.0 ,,541.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,13,,22,,383.3 ,,547.3 ,,525.1 ,,47.8 ,,44.7 ,,480.0 ,,689.8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Kansas City Area TA,7005-B,DR,6,,6,,0.0 ,,265.8 ,,203.3 ,Q,21.1 ,,19.4 ,,88.7 ,,361.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,72,,74,,0.0 ,,"3,646.7 ",,"1,870.8 ",,223.8 ,,94.8 ,,318.3 ,,"1,941.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,216,,326,,"8,787.4 ",,"9,603.7 ",,"8,782.5 ",,637.7 ,,567.6 ,,"14,734.5 ",,"58,247.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,2,,2,,14.3 ,,22.4 ,,14.3 ,,1.4 ,,1.2 ,,4.0 ,,81.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,VP,21,,27,,0.0 ,,307.8 ,,307.8 ,,7.3 ,,7.3 ,,47.5 ,,"1,604.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,317,,435,,"8,801.7 ",,"13,846.2 ",,"11,178.7 ",Q,891.3 ,,690.3 ,,"15,193.0 ",,"62,236.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
